timestamp,Usage(kWh)_1,Generation(kVarh)_1,Usage(kVarh)_1,Generation(kWh)_1
2022-09-29 21:00:00+00:00,33.4898,0.0,13.0207,
2022-09-29 21:15:00+00:00,34.4844,0.0,13.4776,
2022-09-29 21:30:00+00:00,33.8419,0.0,11.596,
2022-09-29 21:45:00+00:00,32.721,0.0,11.3729,
2022-09-29 22:00:00+00:00,35.2504,0.0,13.9534,
2022-09-29 22:15:00+00:00,35.7262,0.0,12.983,
2022-09-29 22:30:00+00:00,38.1239,0.0,15.0098,
2022-09-29 22:45:00+00:00,41.3979,0.0,15.5125,
2022-09-29 23:00:00+00:00,45.5509,0.0,18.1897,
2022-09-29 23:15:00+00:00,43.8144,0.0,17.4747,
2022-09-29 23:30:00+00:00,38.6642,0.0,13.5583,
2022-09-29 23:45:00+00:00,39.2126,0.0,13.6873,
2022-09-30 00:00:00+00:00,38.5405,0.0,12.725,
2022-09-30 00:15:00+00:00,39.5539,0.0,13.9561,
2022-09-30 00:30:00+00:00,38.8201,0.0,14.0824,
2022-09-30 00:45:00+00:00,37.9788,0.0,11.6767,
2022-09-30 01:00:00+00:00,39.1265,0.0,14.2975,
2022-09-30 01:15:00+00:00,37.7745,0.0,13.4749,
2022-09-30 01:30:00+00:00,39.1373,0.0,14.1039,
2022-09-30 01:45:00+00:00,39.1238,0.0,14.0529,
2022-09-30 02:00:00+00:00,38.4733,0.0,15.8189,
2022-09-30 02:15:00+00:00,36.6858,0.0,13.4642,
2022-09-30 02:30:00+00:00,38.183,0.0,14.8969,
2022-09-30 02:45:00+00:00,37.2449,0.0,12.897,
2022-09-30 03:00:00+00:00,38.0486,0.0,14.9318,
2022-09-30 03:15:00+00:00,37.5675,0.0,14.6308,
2022-09-30 03:30:00+00:00,37.5379,0.0,14.8243,
2022-09-30 03:45:00+00:00,37.8927,0.0,14.0932,
2022-09-30 04:00:00+00:00,38.8577,0.0,14.155,
2022-09-30 04:15:00+00:00,37.0621,0.0,12.8056,
2022-09-30 04:30:00+00:00,34.8257,0.0,12.8648,
2022-09-30 04:45:00+00:00,36.7987,0.0,14.8861,
2022-09-30 05:00:00+00:00,35.4305,0.0,11.6928,
2022-09-30 05:15:00+00:00,34.1994,0.0,12.9804,
2022-09-30 05:30:00+00:00,36.7584,0.0,12.4965,
2022-09-30 05:45:00+00:00,35.4386,0.0,11.3568,
2022-09-30 06:00:00+00:00,35.9144,0.0,13.1416,
2022-09-30 06:15:00+00:00,34.3688,0.0,12.4965,
2022-09-30 06:30:00+00:00,35.2693,0.0,14.0394,
2022-09-30 06:45:00+00:00,31.4657,0.0,11.2439,
2022-09-30 07:00:00+00:00,31.3582,0.0,11.26,
2022-09-30 07:15:00+00:00,30.705,0.0,10.4241,
2022-09-30 07:30:00+00:00,32.3985,0.0,11.6579,
2022-09-30 07:45:00+00:00,29.8395,0.0,9.7682,
2022-09-30 08:00:00+00:00,31.1082,0.0,11.3944,
2022-09-30 08:15:00+00:00,28.8637,0.0,10.1365,
2022-09-30 08:30:00+00:00,31.4173,0.0,11.6014,
2022-09-30 08:45:00+00:00,29.1729,0.0,9.5908,
2022-09-30 09:00:00+00:00,31.4496,0.0,11.7788,
2022-09-30 09:15:00+00:00,29.4551,0.0,9.3193,
2022-09-30 09:30:00+00:00,30.4658,0.0,10.7305,
2022-09-30 09:45:00+00:00,29.3126,0.0,9.5263,
2022-09-30 10:00:00+00:00,29.8045,0.0,10.3784,
2022-09-30 10:15:00+00:00,28.8987,0.0,9.2844,
2022-09-30 10:30:00+00:00,28.8019,0.0,10.037,
2022-09-30 10:45:00+00:00,32.1297,0.0,12.9051,
2022-09-30 11:00:00+00:00,30.8341,0.0,11.8218,
2022-09-30 11:15:00+00:00,29.3207,0.0,9.5747,
2022-09-30 11:30:00+00:00,29.4766,0.0,10.0262,
2022-09-30 11:45:00+00:00,29.6782,0.0,9.8945,
2022-09-30 12:00:00+00:00,29.0331,0.0,9.7521,
2022-09-30 12:15:00+00:00,29.5653,0.0,10.5961,
2022-09-30 12:30:00+00:00,29.3261,0.0,9.7763,
2022-09-30 12:45:00+00:00,30.8824,0.0,11.4159,
2022-09-30 13:00:00+00:00,29.9201,0.0,11.7466,
2022-09-30 13:15:00+00:00,29.4739,0.0,10.7009,
2022-09-30 13:30:00+00:00,29.4094,0.0,9.9348,
2022-09-30 13:45:00+00:00,29.8798,0.0,9.7064,
2022-09-30 14:00:00+00:00,28.6487,0.0,9.6419,
2022-09-30 14:15:00+00:00,28.5842,0.0,9.2817,
2022-09-30 14:30:00+00:00,29.8234,0.0,10.7843,
2022-09-30 14:45:00+00:00,28.0573,0.0,8.8785,
2022-09-30 15:00:00+00:00,29.9174,0.0,10.9912,
2022-09-30 15:15:00+00:00,28.7347,0.0,9.9214,
2022-09-30 15:30:00+00:00,30.1647,0.0,10.8111,
2022-09-30 15:45:00+00:00,29.8825,0.0,10.8353,
2022-09-30 16:00:00+00:00,29.4659,0.0,10.4402,
2022-09-30 16:15:00+00:00,28.8342,0.0,10.1526,
2022-09-30 16:30:00+00:00,29.5035,0.0,10.8219,
2022-09-30 16:45:00+00:00,30.369,0.0,11.4966,
2022-09-30 17:00:00+00:00,28.3745,0.0,11.9025,
2022-09-30 17:15:00+00:00,29.9793,0.0,10.8165,
2022-09-30 17:30:00+00:00,28.1461,0.0,8.9967,
2022-09-30 17:45:00+00:00,29.2858,0.0,10.7843,
2022-09-30 18:00:00+00:00,28.2401,0.0,9.0693,
2022-09-30 18:15:00+00:00,29.8422,0.0,10.4671,
2022-09-30 18:30:00+00:00,28.9498,0.0,9.4671,
2022-09-30 18:45:00+00:00,29.6594,0.0,10.3165,
2022-09-30 19:00:00+00:00,28.732,0.0,9.8811,
2022-09-30 19:15:00+00:00,29.4013,0.0,10.252,
2022-09-30 19:30:00+00:00,29.0949,0.0,10.4241,
2022-09-30 19:45:00+00:00,29.8771,0.0,9.9348,
2022-09-30 20:00:00+00:00,31.1969,0.0,10.2977,
2022-09-30 20:15:00+00:00,32.7802,0.0,12.6336,
2022-09-30 20:30:00+00:00,34.0892,0.0,13.0395,
2022-09-30 20:45:00+00:00,33.6565,0.0,12.3352,
2022-09-30 21:00:00+00:00,33.4817,0.0,12.7008,
2022-09-30 21:15:00+00:00,31.7883,0.0,11.2573,
2022-09-30 21:30:00+00:00,33.4495,0.0,12.5395,
2022-09-30 21:45:00+00:00,31.6673,0.0,10.7466,
2022-09-30 22:00:00+00:00,34.7155,0.0,12.3917,
2022-09-30 22:15:00+00:00,34.186,0.0,11.717,
2022-09-30 22:30:00+00:00,35.0515,0.0,11.4912,
2022-09-30 22:45:00+00:00,38.5836,0.0,13.3083,
2022-09-30 23:00:00+00:00,36.4708,0.0,12.225,
2022-09-30 23:15:00+00:00,35.8122,0.0,12.6497,
2022-09-30 23:30:00+00:00,33.9172,0.0,11.2923,
2022-09-30 23:45:00+00:00,35.0112,0.0,12.1041,
2022-10-01 00:00:00+00:00,36.8175,0.0,12.3782,
2022-10-01 00:15:00+00:00,36.8847,0.0,12.5422,
2022-10-01 00:30:00+00:00,39.054,0.0,14.2141,
2022-10-01 00:45:00+00:00,42.9569,0.0,13.6604,
2022-10-01 01:00:00+00:00,42.1183,0.0,15.335,
2022-10-01 01:15:00+00:00,41.1775,0.0,15.284,
2022-10-01 01:30:00+00:00,33.7048,0.0,11.2923,
2022-10-01 01:45:00+00:00,35.2101,0.0,13.5314,
2022-10-01 02:00:00+00:00,33.9387,0.0,10.459,
