timestamp,Generation(kWh)_1,Usage(kWh)_1,Generation(kVarh)_1,Usage(kVarh)_1
2022-09-29 10:45:00+00:00,0.0,25.568,0.0,4.88
2022-09-29 11:00:00+00:00,0.0,26.064,0.0,4.512
2022-09-29 11:15:00+00:00,0.0,27.552,0.0,5.04
2022-09-29 11:30:00+00:00,0.0,25.872,0.0,4.688
2022-09-29 11:45:00+00:00,0.0,26.96,0.0,5.456
2022-09-29 12:00:00+00:00,0.0,26.72,0.0,5.2
2022-09-29 12:15:00+00:00,0.0,25.664,0.0,5.104
2022-09-29 12:30:00+00:00,0.0,24.672,0.0,5.008
2022-09-29 12:45:00+00:00,0.0,26.0,0.0,5.104
2022-09-29 13:00:00+00:00,0.0,26.096,0.0,5.12
2022-09-29 13:15:00+00:00,0.0,24.64,0.0,5.456
2022-09-29 13:30:00+00:00,0.0,26.352,0.0,4.832
2022-09-29 13:45:00+00:00,0.0,26.288,0.0,4.672
2022-09-29 14:00:00+00:00,0.0,24.72,0.0,4.928
2022-09-29 14:15:00+00:00,0.0,24.768,0.0,5.088
2022-09-29 14:30:00+00:00,0.0,25.248,0.0,4.752
2022-09-29 14:45:00+00:00,0.0,24.944,0.0,4.816
2022-09-29 15:00:00+00:00,0.0,24.688,0.0,4.8
2022-09-29 15:15:00+00:00,0.0,25.808,0.0,4.832
2022-09-29 15:30:00+00:00,0.0,24.912,0.0,4.896
2022-09-29 15:45:00+00:00,0.0,24.304,0.0,4.72
2022-09-29 16:00:00+00:00,0.0,25.072,0.0,5.008
2022-09-29 16:15:00+00:00,0.0,26.976,0.0,5.632
2022-09-29 16:30:00+00:00,0.0,27.408,0.0,5.68
2022-09-29 16:45:00+00:00,0.0,25.392,0.0,5.376
2022-09-29 17:00:00+00:00,0.0,26.288,0.0,5.616
2022-09-29 17:15:00+00:00,0.0,25.088,0.0,5.28
2022-09-29 17:30:00+00:00,0.0,24.272,0.0,4.848
2022-09-29 17:45:00+00:00,0.0,26.656,0.0,5.392
2022-09-29 18:00:00+00:00,0.0,24.832,0.0,4.992
2022-09-29 18:15:00+00:00,0.0,25.216,0.0,5.04
2022-09-29 18:30:00+00:00,0.0,25.504,0.0,5.184
2022-09-29 18:45:00+00:00,0.0,25.328,0.0,4.464
2022-09-29 19:00:00+00:00,0.0,26.368,0.0,4.704
2022-09-29 19:15:00+00:00,0.0,25.024,0.0,4.384
2022-09-29 19:30:00+00:00,0.0,25.6,0.0,4.576
2022-09-29 19:45:00+00:00,0.0,25.088,0.0,4.56
2022-09-29 20:00:00+00:00,0.0,26.24,0.0,4.992
2022-09-29 20:15:00+00:00,0.0,26.928,0.0,4.624
2022-09-29 20:30:00+00:00,0.0,29.52,0.0,6.8
2022-09-29 20:45:00+00:00,0.0,30.992,0.0,6.736
2022-09-29 21:00:00+00:00,0.0,28.096,0.0,6.224
2022-09-29 21:15:00+00:00,0.0,30.528,0.0,7.904
2022-09-29 21:30:00+00:00,0.0,29.76,0.0,7.696
2022-09-29 21:45:00+00:00,0.0,27.424,0.0,7.664
2022-09-29 22:00:00+00:00,0.0,25.648,0.0,6.656
2022-09-29 22:15:00+00:00,0.0,23.776,0.0,6.48
2022-09-29 22:30:00+00:00,0.0,22.128,0.0,6.208
2022-09-29 22:45:00+00:00,0.0,24.192,0.0,6.544
2022-09-29 23:00:00+00:00,0.0,24.208,0.0,6.08
2022-09-29 23:15:00+00:00,0.0,20.672,0.0,5.84
2022-09-29 23:30:00+00:00,0.0,24.128,0.0,5.84
2022-09-29 23:45:00+00:00,0.0,19.648,0.0,5.68
2022-09-30 00:00:00+00:00,0.0,19.2,0.0,5.776
2022-09-30 00:15:00+00:00,0.0,21.344,0.0,6.32
2022-09-30 00:30:00+00:00,0.0,21.136,0.0,5.84
2022-09-30 00:45:00+00:00,0.0,20.608,0.0,5.344
2022-09-30 01:00:00+00:00,0.0,19.856,0.0,5.68
2022-09-30 01:15:00+00:00,0.0,22.0,0.0,6.24
2022-09-30 01:30:00+00:00,0.0,21.536,0.0,5.648
2022-09-30 01:45:00+00:00,0.0,21.024,0.0,5.712
2022-09-30 02:00:00+00:00,0.0,21.6,0.0,5.616
2022-09-30 02:15:00+00:00,0.0,22.416,0.0,6.56
2022-09-30 02:30:00+00:00,0.0,20.656,0.0,5.088
2022-09-30 02:45:00+00:00,0.0,20.592,0.0,5.44
2022-09-30 03:00:00+00:00,0.0,22.192,0.0,5.68
2022-09-30 03:15:00+00:00,0.0,21.904,0.0,5.504
2022-09-30 03:30:00+00:00,0.0,21.36,0.0,5.552
2022-09-30 03:45:00+00:00,0.0,20.496,0.0,5.376
2022-09-30 04:00:00+00:00,0.0,21.824,0.0,5.792
2022-09-30 04:15:00+00:00,0.0,21.2,0.0,5.36
2022-09-30 04:30:00+00:00,0.0,23.888,0.0,6.128
2022-09-30 04:45:00+00:00,0.0,19.408,0.0,4.848
2022-09-30 05:00:00+00:00,0.0,19.584,0.0,5.856
2022-09-30 05:15:00+00:00,0.0,19.792,0.0,5.12
2022-09-30 05:30:00+00:00,0.0,23.104,0.0,5.44
2022-09-30 05:45:00+00:00,0.0,23.488,0.0,5.264
2022-09-30 06:00:00+00:00,0.0,21.184,0.0,5.008
2022-09-30 06:15:00+00:00,0.0,22.704,0.0,5.232
2022-09-30 06:30:00+00:00,0.0,27.024,0.0,5.456
2022-09-30 06:45:00+00:00,0.0,25.952,0.0,4.512
2022-09-30 07:00:00+00:00,0.0,23.424,0.0,4.416
2022-09-30 07:15:00+00:00,0.0,25.312,0.0,4.656
2022-09-30 07:30:00+00:00,0.0,30.768,0.0,5.088
2022-09-30 07:45:00+00:00,0.0,30.352,0.0,4.512
2022-09-30 08:00:00+00:00,0.0,31.664,0.0,5.232
2022-09-30 08:15:00+00:00,0.0,30.864,0.0,5.168
2022-09-30 08:30:00+00:00,0.0,30.848,0.0,5.024
2022-09-30 08:45:00+00:00,0.0,29.216,0.0,4.672
2022-09-30 09:00:00+00:00,0.0,28.208,0.0,5.664
2022-09-30 09:15:00+00:00,0.0,29.392,0.0,5.616
2022-09-30 09:30:00+00:00,0.0,29.632,0.0,4.336
2022-09-30 09:45:00+00:00,0.0,28.528,0.0,4.24
2022-09-30 10:00:00+00:00,0.0,27.152,0.0,4.064
2022-09-30 10:15:00+00:00,0.0,26.08,0.0,4.176
2022-09-30 10:30:00+00:00,0.0,25.504,0.0,4.4
2022-09-30 10:45:00+00:00,0.0,26.096,0.0,4.624
2022-09-30 11:00:00+00:00,0.0,26.576,0.0,4.736
2022-09-30 11:15:00+00:00,0.0,25.52,0.0,4.864
