timestamp,Usage(kWh)_1,Usage(kWh)_2,Generation(kVarh)_1,Generation(kVarh)_2,Usage(kVarh)_1,Usage(kVarh)_2
2022-09-15 14:00:00+00:00,12.528,8.096,5.2,5.184,0.0,0.0
2022-09-15 14:15:00+00:00,11.68,6.416,5.008,6.624,0.0,0.0
2022-09-15 14:30:00+00:00,10.352,5.92,4.832,7.024,0.0,0.0
2022-09-15 14:45:00+00:00,9.856,6.496,4.976,7.024,0.0,0.0
2022-09-15 15:00:00+00:00,10.368,7.42,4.944,6.128,0.0,0.0
2022-09-15 15:15:00+00:00,9.92,7.0,4.656,6.744,0.0,0.0
2022-09-15 15:30:00+00:00,10.528,6.788,4.976,6.764,0.0,0.0
2022-09-15 15:45:00+00:00,9.872,6.448,4.832,7.008,0.0,0.0
2022-09-15 16:00:00+00:00,10.416,6.192,4.848,6.976,0.0,0.0
2022-09-15 16:15:00+00:00,11.728,5.968,5.024,6.976,0.0,0.0
2022-09-15 16:30:00+00:00,11.184,6.256,5.008,6.992,0.0,0.0
2022-09-15 16:45:00+00:00,10.16,6.432,4.912,6.992,0.0,0.0
2022-09-15 17:00:00+00:00,9.936,5.952,5.024,6.992,0.0,0.0
2022-09-15 17:15:00+00:00,10.448,6.176,4.912,7.008,0.0,0.0
2022-09-15 17:30:00+00:00,9.696,7.28,4.928,7.008,0.0,0.0
2022-09-15 17:45:00+00:00,10.56,6.656,4.992,6.96,0.0,0.0
2022-09-15 18:00:00+00:00,9.808,5.936,4.864,6.976,0.0,0.0
2022-09-15 18:15:00+00:00,10.624,6.4,4.976,6.992,0.0,0.0
2022-09-15 18:30:00+00:00,10.944,6.192,5.008,7.008,0.0,0.0
2022-09-15 18:45:00+00:00,11.568,5.92,4.992,7.04,0.0,0.0
2022-09-15 19:00:00+00:00,17.328,6.4,4.72,6.976,0.0,0.0
2022-09-15 19:15:00+00:00,16.72,10.192,5.12,3.776,0.0,0.0
2022-09-15 19:30:00+00:00,15.728,7.024,5.024,6.128,0.0,0.0
2022-09-15 19:45:00+00:00,13.952,5.424,5.184,7.84,0.0,0.0
2022-09-15 20:00:00+00:00,20.704,12.528,4.976,1.136,0.0,0.352
2022-09-15 20:15:00+00:00,18.384,13.168,5.168,2.592,0.0,0.256
2022-09-15 20:30:00+00:00,18.448,15.232,4.896,2.544,0.0,0.0
2022-09-15 20:45:00+00:00,18.016,14.608,5.216,2.864,0.0,0.016
2022-09-15 21:00:00+00:00,22.032,15.584,4.656,1.104,0.0,0.32
2022-09-15 21:15:00+00:00,22.656,18.992,2.304,1.568,0.032,0.112
2022-09-15 21:30:00+00:00,23.808,21.664,2.08,1.504,0.048,0.208
2022-09-15 21:45:00+00:00,21.2,21.616,2.656,1.424,0.016,0.16
2022-09-15 22:00:00+00:00,20.016,20.768,3.424,1.744,0.0,0.16
2022-09-15 22:15:00+00:00,18.752,19.12,4.032,2.112,0.0,0.0
2022-09-15 22:30:00+00:00,16.912,19.52,4.912,1.68,0.0,0.16
2022-09-15 22:45:00+00:00,17.424,19.472,4.656,1.952,0.0,0.032
2022-09-15 23:00:00+00:00,17.088,18.976,4.16,1.632,0.0,0.112
2022-09-15 23:15:00+00:00,18.672,20.736,4.432,1.056,0.0,0.224
2022-09-15 23:30:00+00:00,20.016,18.96,3.584,1.152,0.0,0.128
2022-09-15 23:45:00+00:00,18.928,18.688,3.888,1.424,0.0,0.0
2022-09-16 00:00:00+00:00,19.6,18.784,4.208,1.344,0.0,0.08
2022-09-16 00:15:00+00:00,19.296,18.544,4.384,1.344,0.0,0.096
2022-09-16 00:30:00+00:00,20.256,17.632,3.968,1.328,0.0,0.064
2022-09-16 00:45:00+00:00,20.64,19.152,3.088,1.168,0.096,0.176
2022-09-16 01:00:00+00:00,22.976,18.912,2.016,1.184,0.24,0.144
2022-09-16 01:15:00+00:00,20.272,18.208,3.312,1.216,0.048,0.096
2022-09-16 01:30:00+00:00,23.328,19.056,1.456,1.168,0.336,0.096
2022-09-16 01:45:00+00:00,24.88,20.144,1.376,0.912,0.72,0.208
2022-09-16 02:00:00+00:00,24.88,18.976,1.6,0.912,0.608,0.256
2022-09-16 02:15:00+00:00,21.248,19.248,2.352,0.832,0.24,0.224
2022-09-16 02:30:00+00:00,22.912,18.944,1.504,0.784,0.56,0.32
2022-09-16 02:45:00+00:00,22.128,18.896,1.648,0.768,0.48,0.304
2022-09-16 03:00:00+00:00,22.928,18.944,1.36,0.832,0.544,0.224
2022-09-16 03:15:00+00:00,23.52,19.936,1.36,0.752,0.56,0.336
2022-09-16 03:30:00+00:00,22.976,18.512,0.928,0.752,0.704,0.32
2022-09-16 03:45:00+00:00,23.888,20.24,1.264,0.064,0.864,1.792
2022-09-16 04:00:00+00:00,24.912,19.584,0.672,0.4,0.864,1.072
2022-09-16 04:15:00+00:00,24.512,17.808,0.576,0.96,0.96,0.192
2022-09-16 04:30:00+00:00,23.472,17.408,0.976,0.848,0.96,0.304
2022-09-16 04:45:00+00:00,22.64,18.448,1.408,0.592,0.512,0.624
2022-09-16 05:00:00+00:00,24.432,19.104,1.072,0.592,0.928,0.816
2022-09-16 05:15:00+00:00,23.856,17.52,0.864,0.832,0.928,0.352
2022-09-16 05:30:00+00:00,23.088,16.88,0.96,0.784,0.832,0.256
2022-09-16 05:45:00+00:00,21.808,18.176,1.616,0.656,0.576,0.32
2022-09-16 06:00:00+00:00,22.528,18.528,0.992,0.528,0.624,0.72
2022-09-16 06:15:00+00:00,21.488,18.928,1.744,0.416,0.464,0.784
2022-09-16 06:30:00+00:00,22.72,21.104,1.088,0.384,0.56,0.832
2022-09-16 06:45:00+00:00,22.224,21.424,1.728,0.368,0.464,0.832
2022-09-16 07:00:00+00:00,20.208,18.384,1.776,0.688,0.192,0.368
2022-09-16 07:15:00+00:00,20.368,18.624,1.936,0.736,0.144,0.368
2022-09-16 07:30:00+00:00,19.296,16.576,1.856,1.52,0.096,0.08
2022-09-16 07:45:00+00:00,18.928,17.44,2.656,1.2,0.096,0.224
2022-09-16 08:00:00+00:00,18.176,10.64,3.184,3.824,0.128,0.0
2022-09-16 08:15:00+00:00,17.6,10.192,3.056,3.936,0.048,0.0
2022-09-16 08:30:00+00:00,17.408,9.216,3.232,4.816,0.048,0.0
2022-09-16 08:45:00+00:00,15.776,8.864,3.232,4.992,0.08,0.0
2022-09-16 09:00:00+00:00,12.672,6.672,2.992,6.48,0.064,0.0
2022-09-16 09:15:00+00:00,12.96,5.952,2.832,6.944,0.128,0.0
2022-09-16 09:30:00+00:00,12.304,6.304,2.688,6.944,0.096,0.0
2022-09-16 09:45:00+00:00,13.248,6.224,2.608,6.944,0.096,0.0
2022-09-16 10:00:00+00:00,12.08,5.696,2.88,6.928,0.064,0.0
2022-09-16 10:15:00+00:00,12.736,6.08,2.624,6.944,0.096,0.0
2022-09-16 10:30:00+00:00,12.064,6.112,2.848,6.976,0.08,0.0
2022-09-16 10:45:00+00:00,12.144,6.88,2.88,6.944,0.112,0.0
2022-09-16 11:00:00+00:00,12.656,6.336,3.04,6.944,0.064,0.0
2022-09-16 11:15:00+00:00,12.56,6.352,2.864,6.944,0.048,0.0
2022-09-16 11:30:00+00:00,13.424,6.112,2.736,6.96,0.048,0.0
2022-09-16 11:45:00+00:00,12.544,5.664,3.056,6.96,0.08,0.0
2022-09-16 12:00:00+00:00,13.536,5.872,2.72,6.976,0.096,0.0
2022-09-16 12:15:00+00:00,12.832,6.448,2.736,6.976,0.096,0.0
2022-09-16 12:30:00+00:00,13.04,6.256,3.008,6.992,0.096,0.0
2022-09-16 12:45:00+00:00,15.728,6.912,3.072,5.84,0.096,0.0
2022-09-16 13:00:00+00:00,15.504,9.328,3.04,4.864,0.176,0.0
2022-09-16 13:15:00+00:00,14.64,9.088,3.088,4.848,0.096,0.0
2022-09-16 13:30:00+00:00,15.376,8.144,2.864,4.912,0.096,0.0
2022-09-16 13:45:00+00:00,13.744,7.264,2.848,5.776,0.128,0.0
2022-09-16 14:00:00+00:00,13.392,6.4,2.736,6.96,0.192,0.0
2022-09-16 14:15:00+00:00,12.224,6.048,2.88,7.008,0.128,0.0
2022-09-16 14:30:00+00:00,12.272,5.792,2.816,6.992,0.128,0.0
2022-09-16 14:45:00+00:00,12.576,6.432,2.704,7.008,0.16,0.0
2022-09-16 15:00:00+00:00,12.256,6.976,2.896,7.008,0.16,0.0
2022-09-16 15:15:00+00:00,13.632,6.336,2.896,6.992,0.096,0.0
2022-09-16 15:30:00+00:00,11.968,6.256,2.624,6.944,0.112,0.0
2022-09-16 15:45:00+00:00,12.72,6.128,2.672,6.976,0.096,0.0
2022-09-16 16:00:00+00:00,12.368,5.696,2.72,6.992,0.176,0.0
2022-09-16 16:15:00+00:00,12.336,6.24,2.848,7.008,0.176,0.0
2022-09-16 16:30:00+00:00,13.632,6.384,2.672,7.024,0.208,0.0
2022-09-16 16:45:00+00:00,12.784,5.872,2.928,6.96,0.096,0.0
2022-09-16 17:00:00+00:00,12.8,5.968,2.784,6.976,0.096,0.0
2022-09-16 17:15:00+00:00,12.72,6.944,2.72,6.976,0.144,0.0
2022-09-16 17:30:00+00:00,13.328,6.56,2.672,6.96,0.144,0.0
2022-09-16 17:45:00+00:00,12.032,5.84,2.848,6.96,0.128,0.0
2022-09-16 18:00:00+00:00,12.896,6.4,2.624,6.976,0.144,0.0
2022-09-16 18:15:00+00:00,12.528,6.16,2.832,6.976,0.144,0.0
2022-09-16 18:30:00+00:00,11.984,5.712,2.976,6.96,0.096,0.0
2022-09-16 18:45:00+00:00,12.336,6.176,2.88,6.96,0.128,0.0
2022-09-16 19:00:00+00:00,13.344,6.32,2.864,6.928,0.112,0.0
2022-09-16 19:15:00+00:00,12.864,5.744,2.784,6.928,0.112,0.0
2022-09-16 19:30:00+00:00,11.84,6.304,3.024,7.056,0.096,0.0
2022-09-16 19:45:00+00:00,13.088,5.824,3.248,7.936,0.08,0.0
2022-09-16 20:00:00+00:00,11.888,4.336,3.632,7.92,0.048,0.0
2022-09-16 20:15:00+00:00,13.52,4.224,3.6,7.84,0.032,0.0
2022-09-16 20:30:00+00:00,12.256,4.672,3.568,7.824,0.048,0.0
2022-09-16 20:45:00+00:00,12.368,4.416,3.632,7.84,0.08,0.0
2022-09-16 21:00:00+00:00,11.712,4.416,3.68,7.904,0.064,0.0
2022-09-16 21:15:00+00:00,12.8,4.704,3.392,7.888,0.064,0.0
2022-09-16 21:30:00+00:00,12.688,4.32,3.648,7.904,0.064,0.0
2022-09-16 21:45:00+00:00,10.64,4.16,3.328,7.872,0.048,0.0
2022-09-16 22:00:00+00:00,11.216,5.808,3.488,7.888,0.016,0.0
2022-09-16 22:15:00+00:00,10.56,4.64,3.248,7.888,0.064,0.0
2022-09-16 22:30:00+00:00,12.496,4.096,3.072,7.888,0.016,0.0
2022-09-16 22:45:00+00:00,10.48,4.256,3.696,7.904,0.064,0.0
2022-09-16 23:00:00+00:00,11.088,4.624,3.424,7.872,0.08,0.0
2022-09-16 23:15:00+00:00,10.448,4.096,3.232,7.888,0.08,0.0
2022-09-16 23:30:00+00:00,11.072,3.856,3.552,7.872,0.048,0.0
2022-09-16 23:45:00+00:00,11.488,4.64,3.12,7.888,0.096,0.0
2022-09-17 00:00:00+00:00,11.472,4.304,3.216,7.888,0.096,0.0
2022-09-17 00:15:00+00:00,10.688,5.184,3.44,7.872,0.096,0.0
2022-09-17 00:30:00+00:00,10.832,4.816,3.264,7.856,0.08,0.0
2022-09-17 00:45:00+00:00,11.824,4.176,3.344,7.808,0.032,0.0
2022-09-17 01:00:00+00:00,14.064,4.032,3.6,7.936,0.048,0.0
2022-09-17 01:15:00+00:00,13.664,4.576,3.552,7.952,0.016,0.0
2022-09-17 01:30:00+00:00,12.48,4.464,3.824,7.968,0.064,0.0
2022-09-17 01:45:00+00:00,13.52,4.0,3.76,7.984,0.032,0.0
2022-09-17 02:00:00+00:00,12.864,4.368,3.744,7.968,0.032,0.0
2022-09-17 02:15:00+00:00,14.656,4.512,3.52,7.824,0.128,0.0
2022-09-17 02:30:00+00:00,14.256,4.88,2.816,7.808,0.192,0.0
2022-09-17 02:45:00+00:00,13.408,4.496,3.616,7.84,0.208,0.0
2022-09-17 03:00:00+00:00,14.8,4.528,3.296,7.888,0.144,0.0
2022-09-17 03:15:00+00:00,13.072,3.968,3.184,7.904,0.352,0.0
2022-09-17 03:30:00+00:00,13.888,4.064,3.424,7.936,0.096,0.0
2022-09-17 03:45:00+00:00,12.736,4.448,3.904,7.904,0.016,0.0
2022-09-17 04:00:00+00:00,10.912,4.576,5.392,7.872,0.0,0.0
2022-09-17 04:15:00+00:00,10.832,3.792,5.52,7.872,0.0,0.0
2022-09-17 04:30:00+00:00,11.2,4.352,5.472,7.904,0.0,0.0
2022-09-17 04:45:00+00:00,11.184,4.944,5.376,7.888,0.0,0.0
2022-09-17 05:00:00+00:00,11.472,4.512,5.264,7.888,0.0,0.0
2022-09-17 05:15:00+00:00,12.256,4.256,5.408,7.904,0.0,0.0
2022-09-17 05:30:00+00:00,9.312,4.4,4.816,7.856,0.0,0.0
2022-09-17 05:45:00+00:00,8.784,3.92,4.768,7.92,0.0,0.0
2022-09-17 06:00:00+00:00,8.656,4.032,4.976,7.904,0.0,0.0
2022-09-17 06:15:00+00:00,8.016,4.416,5.04,7.872,0.0,0.0
2022-09-17 06:30:00+00:00,9.104,4.096,5.056,7.888,0.0,0.0
2022-09-17 06:45:00+00:00,8.256,3.792,5.008,7.968,0.0,0.0
2022-09-17 07:00:00+00:00,8.576,4.8,5.04,7.92,0.0,0.0
2022-09-17 07:15:00+00:00,9.088,5.152,5.04,7.872,0.0,0.0
2022-09-17 07:30:00+00:00,9.424,3.936,5.312,7.856,0.0,0.0
2022-09-17 07:45:00+00:00,9.136,4.592,5.184,7.888,0.0,0.0
2022-09-17 08:00:00+00:00,8.576,5.712,4.928,7.248,0.0,0.0
2022-09-17 08:15:00+00:00,10.224,5.616,4.272,7.024,0.0,0.0
2022-09-17 08:30:00+00:00,9.936,6.016,4.32,7.008,0.0,0.0
2022-09-17 08:45:00+00:00,9.968,6.16,4.096,7.024,0.0,0.0
2022-09-17 09:00:00+00:00,10.464,5.616,4.288,7.04,0.0,0.0
2022-09-17 09:15:00+00:00,9.568,6.064,4.416,6.992,0.0,0.0
2022-09-17 09:30:00+00:00,10.752,7.408,4.16,6.976,0.0,0.0
2022-09-17 09:45:00+00:00,9.984,5.68,4.352,6.976,0.0,0.0
2022-09-17 10:00:00+00:00,10.736,5.904,4.592,7.008,0.0,0.0
2022-09-17 10:15:00+00:00,10.56,6.144,4.336,7.024,0.0,0.0
2022-09-17 10:30:00+00:00,10.336,5.68,4.24,6.992,0.0,0.0
2022-09-17 10:45:00+00:00,11.12,5.84,4.528,6.992,0.0,0.0
2022-09-17 11:00:00+00:00,10.128,6.272,4.304,7.008,0.0,0.0
2022-09-17 11:15:00+00:00,10.64,6.048,4.128,7.008,0.0,0.0
2022-09-17 11:30:00+00:00,10.192,5.968,4.656,6.976,0.0,0.0
2022-09-17 11:45:00+00:00,9.936,7.2,4.288,7.008,0.0,0.0
2022-09-17 12:00:00+00:00,11.664,6.352,4.144,7.008,0.0,0.0
2022-09-17 12:15:00+00:00,10.24,5.584,4.528,7.008,0.0,0.0
2022-09-17 12:30:00+00:00,11.088,5.936,4.56,7.008,0.0,0.0
2022-09-17 12:45:00+00:00,10.128,6.224,4.32,7.024,0.0,0.0
2022-09-17 13:00:00+00:00,10.0,5.776,4.4,6.928,0.0,0.0
2022-09-17 13:15:00+00:00,10.384,5.712,4.576,6.912,0.0,0.0
2022-09-17 13:30:00+00:00,9.888,6.128,4.416,6.912,0.0,0.0
2022-09-17 13:45:00+00:00,10.848,5.968,4.368,6.944,0.0,0.0
2022-09-17 14:00:00+00:00,9.84,6.736,4.608,6.944,0.0,0.0
2022-09-17 14:15:00+00:00,11.312,6.512,4.464,6.976,0.0,0.0
2022-09-17 14:30:00+00:00,10.592,6.08,4.208,7.024,0.0,0.0
2022-09-17 14:45:00+00:00,9.936,5.728,4.624,6.976,0.0,0.0
2022-09-17 15:00:00+00:00,11.376,5.936,4.336,6.976,0.0,0.0
2022-09-17 15:15:00+00:00,9.888,6.16,4.352,6.992,0.0,0.0
2022-09-17 15:30:00+00:00,10.64,5.792,4.512,7.024,0.0,0.0
2022-09-17 15:45:00+00:00,10.08,5.872,4.496,6.992,0.0,0.0
2022-09-17 16:00:00+00:00,10.912,6.208,4.384,6.928,0.0,0.0
2022-09-17 16:15:00+00:00,10.896,6.544,4.496,6.96,0.0,0.0
2022-09-17 16:30:00+00:00,10.368,6.368,4.432,6.976,0.0,0.0
2022-09-17 16:45:00+00:00,10.592,6.144,4.56,6.976,0.0,0.0
2022-09-17 17:00:00+00:00,10.368,5.936,4.64,7.008,0.0,0.0
2022-09-17 17:15:00+00:00,11.728,5.584,4.32,6.912,0.0,0.0
2022-09-17 17:30:00+00:00,9.856,6.112,4.448,6.896,0.0,0.0
2022-09-17 17:45:00+00:00,10.304,6.272,4.672,6.912,0.0,0.0
2022-09-17 18:00:00+00:00,10.208,5.744,4.432,6.976,0.0,0.0
2022-09-17 18:15:00+00:00,9.952,6.064,4.576,6.976,0.0,0.0
2022-09-17 18:30:00+00:00,10.592,6.56,4.416,6.992,0.0,0.0
2022-09-17 18:45:00+00:00,9.92,6.944,4.672,7.008,0.0,0.0
2022-09-17 19:00:00+00:00,11.584,5.952,4.512,6.976,0.0,0.0
2022-09-17 19:15:00+00:00,10.496,6.24,4.72,6.976,0.0,0.0
2022-09-17 19:30:00+00:00,10.768,5.376,4.768,7.264,0.0,0.0
2022-09-17 19:45:00+00:00,9.888,4.464,5.44,8.048,0.0,0.0
2022-09-17 20:00:00+00:00,8.88,4.848,5.44,8.016,0.0,0.0
2022-09-17 20:15:00+00:00,9.52,4.0,5.648,7.888,0.0,0.0
2022-09-17 20:30:00+00:00,8.64,4.384,5.424,7.888,0.0,0.0
2022-09-17 20:45:00+00:00,9.328,4.944,5.472,7.888,0.0,0.0
2022-09-17 21:00:00+00:00,8.672,5.264,5.664,7.888,0.0,0.0
2022-09-17 21:15:00+00:00,9.616,4.192,5.424,7.872,0.0,0.0
2022-09-17 21:30:00+00:00,9.392,4.528,5.44,7.856,0.0,0.0
2022-09-17 21:45:00+00:00,8.224,4.128,5.328,7.856,0.0,0.0
2022-09-17 22:00:00+00:00,9.744,4.416,5.472,7.92,0.0,0.0
2022-09-17 22:15:00+00:00,8.032,4.416,5.28,7.888,0.0,0.0
2022-09-17 22:30:00+00:00,8.64,3.904,5.456,7.872,0.0,0.0
2022-09-17 22:45:00+00:00,8.4,4.336,5.44,7.888,0.0,0.0
2022-09-17 23:00:00+00:00,8.016,4.48,5.376,7.888,0.0,0.0
2022-09-17 23:15:00+00:00,9.872,5.104,5.296,7.904,0.0,0.0
2022-09-17 23:30:00+00:00,8.528,4.256,5.312,7.936,0.0,0.0
2022-09-17 23:45:00+00:00,9.232,4.352,5.36,7.856,0.0,0.0
2022-09-18 00:00:00+00:00,10.416,3.808,5.792,7.792,0.0,0.0
2022-09-18 00:15:00+00:00,10.88,4.16,5.712,7.808,0.0,0.0
2022-09-18 00:30:00+00:00,11.904,4.528,5.744,7.824,0.0,0.0
2022-09-18 00:45:00+00:00,10.48,3.792,5.696,7.856,0.0,0.0
2022-09-18 01:00:00+00:00,11.504,4.032,5.44,7.84,0.0,0.0
2022-09-18 01:15:00+00:00,11.2,4.464,5.744,7.872,0.0,0.0
2022-09-18 01:30:00+00:00,11.152,5.072,5.504,7.872,0.0,0.0
2022-09-18 01:45:00+00:00,11.088,4.464,4.752,7.872,0.016,0.0
2022-09-18 02:00:00+00:00,10.496,4.432,5.152,7.888,0.0,0.0
2022-09-18 02:15:00+00:00,11.488,4.016,5.328,7.872,0.0,0.0
2022-09-18 02:30:00+00:00,10.832,3.84,5.2,7.888,0.016,0.0
2022-09-18 02:45:00+00:00,13.056,4.368,5.36,7.856,0.016,0.0
2022-09-18 03:00:00+00:00,13.68,4.32,4.624,7.872,0.0,0.0
2022-09-18 03:15:00+00:00,12.048,3.744,5.12,7.872,0.0,0.0
2022-09-18 03:30:00+00:00,13.216,4.272,5.488,7.872,0.0,0.0
2022-09-18 03:45:00+00:00,13.824,5.344,5.152,7.872,0.0,0.0
2022-09-18 04:00:00+00:00,13.392,4.176,5.04,7.872,0.0,0.0
2022-09-18 04:15:00+00:00,12.96,4.16,4.4,7.872,0.016,0.0
2022-09-18 04:30:00+00:00,12.096,4.464,5.264,7.776,0.0,0.0
2022-09-18 04:45:00+00:00,12.032,4.096,5.232,7.728,0.0,0.0
2022-09-18 05:00:00+00:00,11.376,3.904,4.816,7.808,0.0,0.0
2022-09-18 05:15:00+00:00,11.712,4.464,4.72,7.92,0.016,0.0
2022-09-18 05:30:00+00:00,11.52,4.176,5.04,7.936,0.016,0.0
2022-09-18 05:45:00+00:00,11.44,3.824,4.864,7.92,0.0,0.0
2022-09-18 06:00:00+00:00,11.024,5.552,5.104,7.904,0.0,0.0
2022-09-18 06:15:00+00:00,9.824,4.512,4.96,7.92,0.0,0.0
2022-09-18 06:30:00+00:00,8.912,3.904,5.008,7.872,0.0,0.0
2022-09-18 06:45:00+00:00,8.432,4.16,4.8,7.856,0.0,0.0
2022-09-18 07:00:00+00:00,8.704,4.448,5.12,7.872,0.0,0.0
2022-09-18 07:15:00+00:00,8.336,3.92,4.944,7.856,0.0,0.0
2022-09-18 07:30:00+00:00,8.704,4.08,4.944,7.824,0.0,0.0
2022-09-18 07:45:00+00:00,9.472,4.608,5.2,7.984,0.0,0.0
2022-09-18 08:00:00+00:00,8.528,5.248,4.928,7.2,0.0,0.0
2022-09-18 08:15:00+00:00,10.816,6.672,4.128,6.736,0.0,0.0
2022-09-18 08:30:00+00:00,9.408,6.64,4.496,6.816,0.0,0.0
2022-09-18 08:45:00+00:00,9.536,5.888,4.48,6.944,0.0,0.0
2022-09-18 09:00:00+00:00,9.984,5.952,4.208,6.944,0.0,0.0
2022-09-18 09:15:00+00:00,9.488,5.984,4.464,6.944,0.0,0.0
2022-09-18 09:30:00+00:00,10.816,6.032,4.464,6.96,0.0,0.0
2022-09-18 09:45:00+00:00,9.808,5.68,4.32,6.992,0.0,0.0
2022-09-18 10:00:00+00:00,10.256,5.936,4.352,6.944,0.0,0.0
2022-09-18 10:15:00+00:00,9.904,6.16,4.544,6.992,0.0,0.0
2022-09-18 10:30:00+00:00,10.272,6.32,4.576,6.992,0.0,0.0
2022-09-18 10:45:00+00:00,10.464,6.544,4.4,6.992,0.0,0.0
2022-09-18 11:00:00+00:00,9.488,6.144,4.464,6.976,0.0,0.0
2022-09-18 11:15:00+00:00,10.336,5.824,4.56,7.008,0.0,0.0
2022-09-18 11:30:00+00:00,9.936,5.648,4.4,7.008,0.0,0.0
2022-09-18 11:45:00+00:00,10.88,5.6,4.656,6.928,0.0,0.0
2022-09-18 12:00:00+00:00,10.016,6.208,4.608,6.912,0.0,0.0
2022-09-18 12:15:00+00:00,10.176,6.432,4.512,6.928,0.0,0.0
2022-09-18 12:30:00+00:00,10.992,5.824,4.48,6.912,0.0,0.0
2022-09-18 12:45:00+00:00,9.488,6.256,4.672,6.928,0.0,0.0
2022-09-18 13:00:00+00:00,10.736,7.248,4.512,6.896,0.0,0.0
2022-09-18 13:15:00+00:00,10.288,5.888,4.608,6.912,0.0,0.0
2022-09-18 13:30:00+00:00,10.288,5.776,4.544,6.96,0.0,0.0
2022-09-18 13:45:00+00:00,10.224,6.208,4.608,6.944,0.0,0.0
2022-09-18 14:00:00+00:00,9.904,6.224,4.544,6.944,0.0,0.0
2022-09-18 14:15:00+00:00,10.336,5.536,4.832,6.96,0.0,0.0
2022-09-18 14:30:00+00:00,9.52,5.952,4.672,6.96,0.0,0.0
2022-09-18 14:45:00+00:00,10.512,6.192,4.528,6.976,0.0,0.0
2022-09-18 15:00:00+00:00,9.664,5.776,4.832,6.976,0.0,0.0
2022-09-18 15:15:00+00:00,11.088,7.184,4.688,6.976,0.0,0.0
2022-09-18 15:30:00+00:00,11.04,6.256,4.464,7.008,0.0,0.0
2022-09-18 15:45:00+00:00,10.32,5.728,4.768,7.008,0.0,0.0
2022-09-18 16:00:00+00:00,10.336,5.792,4.528,7.008,0.0,0.0
2022-09-18 16:15:00+00:00,9.808,6.736,4.624,6.992,0.0,0.0
2022-09-18 16:30:00+00:00,10.528,6.16,4.768,7.008,0.0,0.0
2022-09-18 16:45:00+00:00,9.824,5.84,4.72,6.992,0.0,0.0
2022-09-18 17:00:00+00:00,10.848,6.272,4.736,6.928,0.0,0.0
2022-09-18 17:15:00+00:00,10.784,6.144,4.768,6.928,0.0,0.0
2022-09-18 17:30:00+00:00,10.4,6.704,4.752,6.928,0.0,0.0
2022-09-18 17:45:00+00:00,10.0,6.4,4.8,6.928,0.0,0.0
2022-09-18 18:00:00+00:00,10.848,6.08,4.784,6.928,0.0,0.0
2022-09-18 18:15:00+00:00,10.096,5.568,5.088,6.928,0.0,0.0
2022-09-18 18:30:00+00:00,9.872,6.016,4.736,6.944,0.0,0.0
2022-09-18 18:45:00+00:00,10.384,6.336,4.72,6.96,0.0,0.0
2022-09-18 19:00:00+00:00,16.656,5.776,4.912,6.896,0.0,0.0
2022-09-18 19:15:00+00:00,16.848,9.888,4.896,3.664,0.0,0.0
2022-09-18 19:30:00+00:00,14.656,6.752,5.04,6.592,0.0,0.0
2022-09-18 19:45:00+00:00,12.96,5.28,5.36,7.92,0.0,0.0
2022-09-18 20:00:00+00:00,19.84,11.728,4.832,1.088,0.0,0.416
2022-09-18 20:15:00+00:00,19.344,14.032,4.672,2.128,0.0,0.432
2022-09-18 20:30:00+00:00,21.232,15.76,4.624,2.4,0.0,0.0
2022-09-18 20:45:00+00:00,20.256,14.992,5.088,2.496,0.0,0.032
2022-09-18 21:00:00+00:00,22.992,17.088,3.824,1.088,0.0,0.336
2022-09-18 21:15:00+00:00,25.872,16.816,2.288,2.24,0.064,0.0
2022-09-18 21:30:00+00:00,25.824,21.248,2.656,1.68,0.0,0.16
2022-09-18 21:45:00+00:00,23.264,23.136,3.536,1.504,0.0,0.112
2022-09-18 22:00:00+00:00,21.504,25.008,4.496,1.632,0.0,0.0
2022-09-18 22:15:00+00:00,22.736,23.104,4.352,1.488,0.0,0.016
2022-09-18 22:30:00+00:00,21.008,23.072,4.992,1.664,0.0,0.016
2022-09-18 22:45:00+00:00,21.344,21.664,4.816,2.064,0.0,0.016
2022-09-18 23:00:00+00:00,19.872,22.208,4.624,1.168,0.0,0.08
2022-09-18 23:15:00+00:00,19.952,21.488,4.88,1.744,0.0,0.176
2022-09-18 23:30:00+00:00,21.184,19.376,4.512,2.256,0.0,0.0
2022-09-18 23:45:00+00:00,20.384,22.0,4.688,0.992,0.0,0.144
2022-09-19 00:00:00+00:00,19.776,21.312,4.624,1.536,0.0,0.272
2022-09-19 00:15:00+00:00,19.056,23.344,4.432,0.56,0.0,0.432
2022-09-19 00:30:00+00:00,19.456,21.104,4.592,1.424,0.0,0.32
2022-09-19 00:45:00+00:00,19.216,22.928,4.48,0.656,0.0,0.336
2022-09-19 01:00:00+00:00,18.752,23.904,4.384,0.816,0.016,0.016
2022-09-19 01:15:00+00:00,20.56,21.04,2.384,0.672,0.064,0.144
2022-09-19 01:30:00+00:00,20.928,21.6,2.096,0.688,0.304,0.096
2022-09-19 01:45:00+00:00,21.488,21.408,1.616,0.688,0.24,0.16
2022-09-19 02:00:00+00:00,21.168,21.472,2.096,0.688,0.16,0.176
2022-09-19 02:15:00+00:00,22.416,21.168,1.536,0.656,0.304,0.24
2022-09-19 02:30:00+00:00,22.528,22.24,2.048,0.704,0.384,0.128
