timestamp,Usage(kWh)_1,Generation(kVarh)_1,Usage(kVarh)_1
2022-09-28 14:00:00+00:00,3.36,2.416,0.0
2022-09-28 14:15:00+00:00,3.936,2.432,0.0
2022-09-28 14:30:00+00:00,3.296,2.48,0.0
2022-09-28 14:45:00+00:00,2.832,2.384,0.0
2022-09-28 15:00:00+00:00,3.248,2.432,0.0
2022-09-28 15:15:00+00:00,3.84,2.448,0.0
2022-09-28 15:30:00+00:00,3.104,2.448,0.0
2022-09-28 15:45:00+00:00,2.736,2.464,0.0
2022-09-28 16:00:00+00:00,3.504,2.432,0.0
2022-09-28 16:15:00+00:00,3.76,2.432,0.0
2022-09-28 16:30:00+00:00,3.056,2.448,0.0
2022-09-28 16:45:00+00:00,2.72,2.448,0.0
2022-09-28 17:00:00+00:00,3.472,2.384,0.0
2022-09-28 17:15:00+00:00,3.808,2.448,0.0
2022-09-28 17:30:00+00:00,3.008,2.432,0.0
2022-09-28 17:45:00+00:00,2.736,2.448,0.0
2022-09-28 18:00:00+00:00,3.52,2.48,0.0
2022-09-28 18:15:00+00:00,3.728,2.448,0.0
2022-09-28 18:30:00+00:00,2.8,2.416,0.0
2022-09-28 18:45:00+00:00,2.848,2.448,0.0
2022-09-28 19:00:00+00:00,3.76,2.416,0.0
2022-09-28 19:15:00+00:00,3.728,2.432,0.0
2022-09-28 19:30:00+00:00,2.672,2.368,0.0
2022-09-28 19:45:00+00:00,2.304,2.112,0.0
2022-09-28 20:00:00+00:00,6.096,1.344,0.032
2022-09-28 20:15:00+00:00,7.84,1.056,0.016
2022-09-28 20:30:00+00:00,5.824,1.024,0.032
2022-09-28 20:45:00+00:00,5.008,1.136,0.016
2022-09-28 21:00:00+00:00,5.36,0.928,0.032
2022-09-28 21:15:00+00:00,4.144,0.832,0.032
2022-09-28 21:30:00+00:00,3.152,0.848,0.032
2022-09-28 21:45:00+00:00,2.976,0.848,0.032
2022-09-28 22:00:00+00:00,1.552,0.928,0.032
2022-09-28 22:15:00+00:00,0.304,0.928,0.032
2022-09-28 22:30:00+00:00,0.224,0.928,0.016
2022-09-28 22:45:00+00:00,0.128,0.928,0.032
2022-09-28 23:00:00+00:00,0.0,0.88,0.032
2022-09-28 23:15:00+00:00,0.0,0.928,0.032
2022-09-28 23:30:00+00:00,0.016,0.976,0.032
2022-09-28 23:45:00+00:00,0.0,1.04,0.032
2022-09-29 00:00:00+00:00,0.0,0.96,0.016
2022-09-29 00:15:00+00:00,0.0,0.96,0.032
2022-09-29 00:30:00+00:00,0.0,1.056,0.016
2022-09-29 00:45:00+00:00,0.0,1.04,0.032
2022-09-29 01:00:00+00:00,0.0,1.12,0.016
2022-09-29 01:15:00+00:00,0.0,0.96,0.016
2022-09-29 01:30:00+00:00,0.064,0.736,0.048
2022-09-29 01:45:00+00:00,1.296,0.4,0.448
2022-09-29 02:00:00+00:00,0.0,0.784,0.032
2022-09-29 02:15:00+00:00,0.288,0.384,0.208
2022-09-29 02:30:00+00:00,0.0,0.816,0.032
2022-09-29 02:45:00+00:00,0.928,0.512,0.288
2022-09-29 03:00:00+00:00,0.384,0.24,0.256
2022-09-29 03:15:00+00:00,0.304,0.608,0.032
2022-09-29 03:30:00+00:00,2.832,0.384,0.368
2022-09-29 03:45:00+00:00,0.448,0.72,0.032
2022-09-29 04:00:00+00:00,0.0,0.352,0.256
2022-09-29 04:15:00+00:00,0.0,0.832,0.032
2022-09-29 04:30:00+00:00,0.0,0.384,0.368
2022-09-29 04:45:00+00:00,0.0,0.0,0.256
2022-09-29 05:00:00+00:00,0.0,0.0,0.288
2022-09-29 05:15:00+00:00,0.08,0.0,0.368
2022-09-29 05:30:00+00:00,1.12,0.0,0.416
2022-09-29 05:45:00+00:00,2.208,0.0,0.352
2022-09-29 06:00:00+00:00,5.264,0.0,0.528
2022-09-29 06:15:00+00:00,6.496,0.0,0.384
2022-09-29 06:30:00+00:00,6.64,0.0,0.448
2022-09-29 06:45:00+00:00,8.528,0.0,0.592
2022-09-29 07:00:00+00:00,9.728,0.0,0.432
2022-09-29 07:15:00+00:00,8.8,0.016,0.096
2022-09-29 07:30:00+00:00,10.32,0.096,0.064
2022-09-29 07:45:00+00:00,10.256,0.272,0.064
2022-09-29 08:00:00+00:00,5.472,1.616,0.032
2022-09-29 08:15:00+00:00,4.08,2.4,0.0
2022-09-29 08:30:00+00:00,4.448,2.448,0.0
2022-09-29 08:45:00+00:00,3.808,2.464,0.0
2022-09-29 09:00:00+00:00,3.12,2.416,0.0
2022-09-29 09:15:00+00:00,3.904,2.432,0.0
2022-09-29 09:30:00+00:00,4.032,2.448,0.0
2022-09-29 09:45:00+00:00,3.056,2.416,0.0
2022-09-29 10:00:00+00:00,3.44,2.464,0.0
2022-09-29 10:15:00+00:00,4.24,2.48,0.0
2022-09-29 10:30:00+00:00,3.328,2.432,0.0
2022-09-29 10:45:00+00:00,3.024,2.432,0.0
2022-09-29 11:00:00+00:00,4.064,2.352,0.0
2022-09-29 11:15:00+00:00,3.92,2.32,0.0
2022-09-29 11:30:00+00:00,2.96,2.496,0.0
2022-09-29 11:45:00+00:00,3.376,2.528,0.0
2022-09-29 12:00:00+00:00,4.064,2.416,0.0
2022-09-29 12:15:00+00:00,3.52,2.432,0.0
2022-09-29 12:30:00+00:00,3.008,2.496,0.0
2022-09-29 12:45:00+00:00,3.696,2.496,0.0
2022-09-29 13:00:00+00:00,4.176,2.32,0.0
2022-09-29 13:15:00+00:00,3.184,2.528,0.0
2022-09-29 13:30:00+00:00,3.008,2.48,0.0
2022-09-29 13:45:00+00:00,3.792,2.464,0.0
