timestamp,Generation(kWh)_1,Generation(kWh)_2,Generation(kWh)_3,Usage(kWh)_1,Usage(kWh)_2,Usage(kWh)_3,Generation(kVarh)_1,Generation(kVarh)_2,Generation(kVarh)_3,Usage(kVarh)_1,Usage(kVarh)_2,Usage(kVarh)_3
2022-09-28 14:00:00+00:00,0.0,0.0,0.0,31.56,12.44,19.2,30.68,0.24,2.22,0.0,0.36,0.42
2022-09-28 14:15:00+00:00,0.0,0.0,0.0,31.8,12.24,21.81,30.6,0.12,1.83,0.0,0.24,0.72
2022-09-28 14:30:00+00:00,0.0,0.0,0.0,31.44,12.44,19.71,30.6,0.08,2.13,0.0,0.24,0.84
2022-09-28 14:45:00+00:00,0.0,0.0,0.0,32.04,11.84,20.25,30.64,0.2,1.71,0.0,0.36,0.69
2022-09-28 15:00:00+00:00,0.0,0.0,0.0,31.04,11.72,19.35,30.32,0.24,1.77,0.0,0.36,0.15
2022-09-28 15:15:00+00:00,0.0,0.0,0.0,31.4,11.28,20.76,30.16,0.12,1.35,0.0,0.4,0.84
2022-09-28 15:30:00+00:00,0.0,0.0,0.0,31.28,11.32,19.62,30.48,0.12,1.56,0.0,0.32,0.54
2022-09-28 15:45:00+00:00,0.0,0.0,0.0,31.84,11.24,19.08,30.48,0.12,1.56,0.0,0.4,0.48
2022-09-28 16:00:00+00:00,0.0,0.0,0.0,30.48,10.96,18.03,30.28,0.12,1.8,0.0,0.24,0.15
2022-09-28 16:15:00+00:00,0.0,0.0,0.0,29.88,11.84,19.53,30.24,0.08,1.68,0.0,0.28,1.23
2022-09-28 16:30:00+00:00,0.0,0.0,0.0,29.92,11.84,19.44,30.08,0.16,1.86,0.0,0.28,0.57
2022-09-28 16:45:00+00:00,0.0,0.0,0.0,29.52,11.92,18.48,30.12,0.16,1.95,0.0,0.4,0.6
2022-09-28 17:00:00+00:00,0.0,0.0,0.0,29.48,12.0,19.08,30.08,0.16,1.17,0.0,0.28,0.75
2022-09-28 17:15:00+00:00,0.0,0.0,0.0,29.72,11.76,18.06,30.12,0.12,2.46,0.0,0.36,0.21
2022-09-28 17:30:00+00:00,0.0,0.0,0.0,29.4,10.72,20.4,30.12,0.28,1.26,0.0,0.32,0.54
2022-09-28 17:45:00+00:00,0.0,0.0,0.0,29.92,11.4,19.32,29.88,0.2,1.53,0.0,0.48,0.78
2022-09-28 18:00:00+00:00,0.0,0.0,0.0,30.08,11.16,19.47,30.0,0.2,1.44,0.0,0.28,0.24
2022-09-28 18:15:00+00:00,0.0,0.0,0.0,29.92,10.88,18.96,29.88,0.08,2.49,0.0,0.32,0.45
2022-09-28 18:30:00+00:00,0.0,0.0,0.0,29.8,10.96,19.44,29.88,0.16,1.38,0.0,0.28,0.36
2022-09-28 18:45:00+00:00,0.0,0.0,0.0,30.16,11.0,18.84,29.92,0.16,2.04,0.0,0.32,0.81
2022-09-28 19:00:00+00:00,0.0,0.0,0.0,29.96,11.6,18.36,29.88,0.2,1.83,0.0,0.24,0.45
2022-09-28 19:15:00+00:00,0.0,0.0,0.0,30.36,11.88,18.12,29.64,0.16,2.13,0.0,0.36,0.21
2022-09-28 19:30:00+00:00,0.0,0.0,0.0,30.04,11.72,19.95,29.6,0.12,2.31,0.0,0.36,1.62
2022-09-28 19:45:00+00:00,0.0,0.0,0.0,29.76,11.12,18.09,29.52,0.04,0.99,0.0,0.6,0.45
2022-09-28 20:00:00+00:00,0.0,0.0,0.0,35.0,10.48,18.84,29.84,0.04,1.62,0.0,0.68,0.78
2022-09-28 20:15:00+00:00,0.0,0.0,0.0,34.12,20.68,18.72,29.76,1.4,1.17,0.0,0.68,0.72
2022-09-28 20:30:00+00:00,0.0,0.0,0.0,32.0,24.56,25.47,30.16,1.88,0.24,0.0,0.84,1.89
2022-09-28 20:45:00+00:00,0.0,0.0,0.0,33.44,38.2,32.46,29.56,2.28,0.12,0.0,0.52,3.48
2022-09-28 21:00:00+00:00,0.0,0.0,0.0,32.56,30.92,30.57,28.16,1.84,0.36,0.0,0.0,1.98
2022-09-28 21:15:00+00:00,0.0,0.0,0.0,31.08,37.16,31.44,27.4,0.4,0.12,0.0,0.68,3.45
2022-09-28 21:30:00+00:00,0.0,0.0,0.0,32.48,32.8,30.42,26.96,1.32,0.03,0.0,0.08,3.06
2022-09-28 21:45:00+00:00,0.0,0.0,0.0,32.08,30.8,27.99,26.56,0.52,0.27,0.0,0.28,2.7
2022-09-28 22:00:00+00:00,0.0,0.0,0.0,30.48,33.32,25.38,26.88,1.76,0.18,0.0,0.08,2.46
2022-09-28 22:15:00+00:00,0.0,0.0,0.0,29.4,23.88,23.55,27.12,0.36,0.0,0.0,0.44,3.24
2022-09-28 22:30:00+00:00,0.0,0.0,0.0,29.48,30.08,26.34,26.04,1.2,0.0,0.0,0.04,4.11
2022-09-28 22:45:00+00:00,0.0,0.0,0.0,29.84,23.4,23.49,26.12,0.4,0.0,0.0,0.12,3.84
2022-09-28 23:00:00+00:00,0.0,0.0,0.0,28.68,28.64,25.77,25.8,1.08,0.0,0.0,0.36,4.95
2022-09-28 23:15:00+00:00,0.0,0.0,0.0,27.6,20.48,24.36,26.0,0.32,0.0,0.0,0.12,5.01
2022-09-28 23:30:00+00:00,0.0,0.0,0.0,27.12,27.8,24.48,26.36,1.04,0.24,0.0,0.52,3.51
2022-09-28 23:45:00+00:00,0.0,0.0,0.0,25.28,18.12,22.77,26.32,0.4,0.03,0.0,0.08,4.41
2022-09-29 00:00:00+00:00,0.0,0.0,0.0,26.12,26.0,24.45,22.72,1.68,0.0,0.0,0.32,5.64
2022-09-29 00:15:00+00:00,0.0,0.0,0.0,22.76,18.24,23.1,25.36,0.44,0.0,0.0,0.12,4.02
2022-09-29 00:30:00+00:00,0.0,0.0,0.0,21.2,24.44,20.22,26.2,1.92,0.15,0.0,0.36,3.63
2022-09-29 00:45:00+00:00,0.0,0.0,0.0,18.24,14.64,19.65,26.0,0.52,0.0,0.0,0.08,4.29
2022-09-29 01:00:00+00:00,0.0,0.0,0.0,18.52,19.68,18.06,25.72,1.64,0.21,0.0,0.4,4.08
2022-09-29 01:15:00+00:00,0.0,0.0,0.0,19.68,16.04,21.75,26.72,0.64,0.0,0.0,0.08,4.59
2022-09-29 01:30:00+00:00,0.0,0.0,0.0,19.88,21.76,22.11,27.16,1.32,0.0,0.0,0.4,5.22
2022-09-29 01:45:00+00:00,0.0,0.0,0.0,18.88,12.64,20.22,27.44,0.6,0.0,0.0,0.04,5.37
2022-09-29 02:00:00+00:00,0.0,0.0,0.0,17.56,16.64,18.27,27.4,1.4,0.0,0.0,0.4,5.43
2022-09-29 02:15:00+00:00,0.0,0.0,0.0,19.4,12.72,21.81,27.44,1.68,0.0,0.0,0.08,5.37
2022-09-29 02:30:00+00:00,0.0,0.0,0.0,17.64,19.2,18.39,27.72,1.44,0.0,0.0,0.36,4.89
2022-09-29 02:45:00+00:00,0.0,0.0,0.0,18.4,13.04,21.24,27.68,1.6,0.0,0.0,0.04,6.24
2022-09-29 03:00:00+00:00,0.0,0.0,0.0,21.56,25.96,26.16,27.16,0.96,0.0,0.0,0.2,5.55
2022-09-29 03:15:00+00:00,0.0,0.0,0.0,23.52,22.44,29.25,27.12,1.24,0.0,0.0,0.04,5.49
2022-09-29 03:30:00+00:00,0.0,0.0,0.0,26.72,28.6,30.69,24.96,0.72,0.0,0.0,0.28,7.29
2022-09-29 03:45:00+00:00,0.0,0.0,0.0,35.68,21.92,29.1,24.64,2.28,0.0,0.0,0.0,7.83
2022-09-29 04:00:00+00:00,0.0,0.16,0.09,25.44,11.16,14.52,26.96,0.84,0.0,0.0,0.36,6.63
2022-09-29 04:15:00+00:00,0.0,0.2,0.0,25.64,6.32,14.73,25.88,1.32,0.0,0.0,0.0,7.41
2022-09-29 04:30:00+00:00,0.0,0.0,0.0,27.12,11.64,16.26,26.36,0.84,0.0,0.0,0.36,7.44
2022-09-29 04:45:00+00:00,0.0,0.0,0.0,29.2,11.44,22.14,26.44,1.28,0.0,0.0,0.04,7.62
2022-09-29 05:00:00+00:00,0.0,0.0,0.0,30.52,18.92,25.44,25.44,0.92,0.0,0.0,0.36,9.24
2022-09-29 05:15:00+00:00,0.0,0.0,0.0,31.16,16.28,27.06,25.48,1.36,0.0,0.0,0.0,9.03
2022-09-29 05:30:00+00:00,0.0,0.0,0.0,34.4,27.32,25.62,24.88,0.92,0.0,0.0,0.28,6.42
2022-09-29 05:45:00+00:00,0.0,0.0,0.0,33.52,25.0,28.53,25.92,1.84,0.0,0.0,0.04,5.64
2022-09-29 06:00:00+00:00,0.0,0.0,0.0,32.0,35.0,29.04,29.72,0.84,0.0,0.0,0.24,5.49
2022-09-29 06:15:00+00:00,0.0,0.0,0.0,33.32,31.48,31.05,29.72,1.36,0.0,0.0,0.0,5.91
2022-09-29 06:30:00+00:00,0.0,0.0,0.0,34.4,39.16,31.53,30.08,0.68,0.0,0.0,0.28,5.85
2022-09-29 06:45:00+00:00,0.0,0.0,0.0,35.76,32.8,33.93,30.2,1.16,0.0,0.0,0.04,6.48
2022-09-29 07:00:00+00:00,0.0,0.0,0.0,34.92,38.32,34.56,29.88,2.0,0.0,0.0,0.56,5.79
2022-09-29 07:15:00+00:00,0.0,0.0,0.0,35.84,29.28,34.5,29.84,1.8,0.0,0.0,0.96,6.24
2022-09-29 07:30:00+00:00,0.0,0.0,0.0,36.0,30.84,29.22,29.84,1.16,0.27,0.0,0.92,4.71
2022-09-29 07:45:00+00:00,0.0,0.0,0.0,35.24,23.28,22.47,30.12,2.8,0.93,0.0,0.0,0.33
2022-09-29 08:00:00+00:00,0.0,0.0,0.0,36.32,19.68,20.64,30.04,3.32,2.07,0.0,0.0,0.24
2022-09-29 08:15:00+00:00,0.0,0.0,0.0,35.92,18.68,21.6,30.0,3.8,2.19,0.0,0.04,1.17
2022-09-29 08:30:00+00:00,0.0,0.0,0.0,35.24,23.4,21.18,30.36,2.6,2.04,0.0,0.44,0.66
2022-09-29 08:45:00+00:00,0.0,0.0,0.0,33.44,12.52,20.31,30.76,0.24,1.65,0.0,0.16,0.36
2022-09-29 09:00:00+00:00,0.0,0.0,0.0,33.6,12.24,20.19,30.88,0.28,2.01,0.0,0.32,0.87
2022-09-29 09:15:00+00:00,0.0,0.0,0.0,33.72,12.12,19.44,30.68,0.24,4.38,0.0,0.32,0.03
2022-09-29 09:30:00+00:00,0.0,0.0,0.0,33.28,11.08,21.03,30.76,0.12,2.58,0.0,0.28,0.12
2022-09-29 09:45:00+00:00,0.0,0.0,0.0,32.88,11.0,24.33,30.76,0.2,0.36,0.0,0.28,2.52
2022-09-29 10:00:00+00:00,0.0,0.0,0.0,32.48,10.92,22.47,30.92,0.16,0.48,0.0,0.32,1.38
2022-09-29 10:15:00+00:00,0.0,0.0,0.0,33.16,11.32,21.9,30.92,0.32,1.2,0.0,0.32,0.93
2022-09-29 10:30:00+00:00,0.0,0.0,0.0,32.64,10.84,22.62,30.52,0.2,0.66,0.0,0.28,1.35
2022-09-29 10:45:00+00:00,0.0,0.0,0.0,32.64,10.88,22.53,30.48,0.24,0.72,0.0,0.24,0.81
2022-09-29 11:00:00+00:00,0.0,0.0,0.0,32.76,11.44,21.09,30.64,0.16,1.05,0.0,0.24,0.9
2022-09-29 11:15:00+00:00,0.0,0.0,0.0,32.4,11.56,23.19,30.56,0.28,0.57,0.0,0.2,1.83
2022-09-29 11:30:00+00:00,0.0,0.0,0.0,32.76,11.92,20.79,30.56,0.16,0.99,0.0,0.24,0.78
2022-09-29 11:45:00+00:00,0.0,0.0,0.0,32.28,11.84,21.66,30.6,0.28,1.44,0.0,0.32,1.08
2022-09-29 12:00:00+00:00,0.0,0.0,0.0,32.24,11.48,21.3,30.56,0.2,1.08,0.0,0.28,1.2
2022-09-29 12:15:00+00:00,0.0,0.0,0.0,32.28,11.04,21.27,30.68,0.32,0.63,0.0,0.32,0.93
2022-09-29 12:30:00+00:00,0.0,0.0,0.0,32.32,10.96,20.73,30.84,0.24,1.47,0.0,0.24,0.63
2022-09-29 12:45:00+00:00,0.0,0.0,0.0,32.04,10.72,21.06,30.88,0.16,0.96,0.0,0.2,0.57
2022-09-29 13:00:00+00:00,0.0,0.0,0.0,32.4,11.32,21.69,30.84,0.28,1.05,0.0,0.36,1.11
2022-09-29 13:15:00+00:00,0.0,0.0,0.0,31.84,10.92,20.67,30.84,0.24,0.99,0.0,0.16,0.57
2022-09-29 13:30:00+00:00,0.0,0.0,0.0,31.52,11.08,21.45,31.12,0.2,1.71,0.0,0.32,0.69
2022-09-29 13:45:00+00:00,0.0,0.0,0.0,31.4,11.8,20.4,30.68,0.28,1.38,0.0,0.16,0.84
2022-09-29 14:00:00+00:00,0.0,0.0,0.0,31.6,11.72,21.63,30.56,0.28,1.68,0.0,0.16,0.39
2022-09-29 14:15:00+00:00,0.0,0.0,0.0,31.12,11.84,20.79,30.6,0.32,1.44,0.0,0.28,0.87
2022-09-29 14:30:00+00:00,0.0,0.0,0.0,31.84,11.88,20.28,30.6,0.16,1.32,0.0,0.12,0.66
2022-09-29 14:45:00+00:00,0.0,0.0,0.0,33.0,11.8,20.85,30.72,0.32,1.29,0.0,0.16,0.75
2022-09-29 15:00:00+00:00,0.0,0.0,0.0,32.08,11.24,21.45,30.64,0.24,1.95,0.0,0.24,0.51
2022-09-29 15:15:00+00:00,0.0,0.0,0.0,31.92,11.88,21.21,30.36,0.24,0.99,0.0,0.24,0.51
2022-09-29 15:30:00+00:00,0.0,0.0,0.0,31.32,11.2,20.7,30.6,0.2,1.77,0.0,0.24,0.81
2022-09-29 15:45:00+00:00,0.0,0.0,0.0,31.08,11.52,20.76,30.6,0.24,1.2,0.0,0.4,0.6
2022-09-29 16:00:00+00:00,0.0,0.0,0.0,31.32,11.24,19.83,30.48,0.24,1.71,0.0,0.24,0.75
2022-09-29 16:15:00+00:00,0.0,0.0,0.0,31.32,11.4,21.24,30.32,0.12,1.14,0.0,0.24,0.39
2022-09-29 16:30:00+00:00,0.0,0.0,0.0,31.52,12.16,20.07,30.4,0.24,1.32,0.0,0.32,1.65
2022-09-29 16:45:00+00:00,0.0,0.0,0.0,30.68,11.96,20.16,30.36,0.24,1.38,0.0,0.28,0.42
2022-09-29 17:00:00+00:00,0.0,0.0,0.0,30.52,11.8,19.05,30.2,0.2,1.2,0.0,0.2,0.36
2022-09-29 17:15:00+00:00,0.0,0.0,0.0,30.08,11.92,19.65,30.32,0.2,2.07,0.0,0.24,0.87
2022-09-29 17:30:00+00:00,0.0,0.0,0.0,29.96,11.08,20.85,30.44,0.16,2.1,0.0,0.28,0.12
2022-09-29 17:45:00+00:00,0.0,0.0,0.0,31.2,10.92,18.0,30.24,0.28,3.18,0.0,0.24,0.15
2022-09-29 18:00:00+00:00,0.0,0.0,0.0,30.24,11.08,19.83,30.28,0.28,1.29,0.0,0.28,0.69
2022-09-29 18:15:00+00:00,0.0,0.0,0.0,30.24,11.12,18.69,30.12,0.24,2.04,0.0,0.32,0.24
2022-09-29 18:30:00+00:00,0.0,0.0,0.0,30.12,11.72,18.99,30.12,0.2,2.34,0.0,0.2,0.48
2022-09-29 18:45:00+00:00,0.0,0.0,0.0,30.56,11.16,18.51,30.12,0.2,2.25,0.0,0.16,0.39
2022-09-29 19:00:00+00:00,0.0,0.0,0.0,30.56,11.92,17.43,30.08,0.2,3.03,0.0,0.2,0.15
2022-09-29 19:15:00+00:00,0.0,0.0,0.0,30.72,11.68,17.58,30.16,0.32,2.67,0.0,0.2,0.27
2022-09-29 19:30:00+00:00,0.0,0.0,0.0,30.52,12.44,18.6,29.92,0.12,1.44,0.0,0.44,0.3
2022-09-29 19:45:00+00:00,0.0,0.0,0.0,30.44,12.32,19.02,29.84,0.12,1.44,0.0,0.48,0.69
2022-09-29 20:00:00+00:00,0.0,0.0,0.0,35.96,10.64,18.96,29.6,0.04,1.89,0.0,0.6,0.3
2022-09-29 20:15:00+00:00,0.0,0.0,0.0,35.08,15.88,16.05,29.6,1.6,1.59,0.0,0.72,0.9
2022-09-29 20:30:00+00:00,0.0,0.0,0.0,33.56,25.2,23.01,29.48,2.04,0.87,0.0,0.96,0.93
2022-09-29 20:45:00+00:00,0.0,0.0,0.0,33.88,38.12,35.73,29.24,3.08,0.0,0.0,0.0,4.26
2022-09-29 21:00:00+00:00,0.0,0.0,0.0,33.48,42.72,32.82,28.12,1.44,0.06,0.0,0.64,4.68
2022-09-29 21:15:00+00:00,0.0,0.0,0.0,32.88,38.72,29.85,26.88,0.88,0.03,0.0,0.04,4.77
2022-09-29 21:30:00+00:00,0.0,0.0,0.0,30.96,32.88,27.06,27.28,1.36,0.03,0.0,0.36,3.48
2022-09-29 21:45:00+00:00,0.0,0.0,0.0,29.52,22.6,24.03,28.12,0.84,0.03,0.0,0.04,4.17
2022-09-29 22:00:00+00:00,0.0,0.0,0.0,28.76,23.96,22.41,25.72,1.04,0.0,0.0,0.64,6.39
2022-09-29 22:15:00+00:00,0.0,0.0,0.0,30.52,11.4,18.3,26.44,1.24,0.0,0.0,0.0,5.37
2022-09-29 22:30:00+00:00,0.0,0.0,0.0,28.8,12.48,18.48,25.88,0.72,0.0,0.0,0.84,6.54
2022-09-29 22:45:00+00:00,0.0,0.2,0.0,27.52,5.4,16.53,24.68,1.36,0.0,0.0,0.0,3.87
2022-09-29 23:00:00+00:00,0.0,0.2,0.0,25.24,6.08,12.81,24.0,1.16,0.18,0.0,0.32,2.79
2022-09-29 23:15:00+00:00,0.0,1.64,0.0,22.84,4.72,12.15,25.36,1.6,0.0,0.0,0.0,4.62
2022-09-29 23:30:00+00:00,0.0,0.8,0.0,20.2,2.6,12.51,26.16,0.6,0.12,0.0,0.88,4.14
2022-09-29 23:45:00+00:00,0.0,1.8,0.0,20.76,3.2,12.39,25.92,1.88,0.09,0.0,0.04,3.9
2022-09-30 00:00:00+00:00,0.0,2.48,0.0,20.48,1.76,8.85,25.84,0.72,0.0,0.0,0.6,4.17
2022-09-30 00:15:00+00:00,0.0,2.48,0.0,19.44,3.32,7.71,25.04,1.8,0.0,0.0,0.0,4.98
2022-09-30 00:30:00+00:00,0.0,3.68,0.0,28.24,1.64,7.53,21.88,0.92,0.0,0.0,0.52,5.19
2022-09-30 00:45:00+00:00,0.0,2.4,0.0,35.0,3.08,11.91,22.76,1.8,0.0,0.0,0.0,8.85
2022-09-30 01:00:00+00:00,0.0,3.88,0.0,32.12,2.88,12.6,23.56,0.88,0.0,0.0,0.48,10.02
2022-09-30 01:15:00+00:00,0.0,2.84,0.0,27.76,2.48,12.72,23.8,1.44,0.0,0.0,0.04,8.97
2022-09-30 01:30:00+00:00,0.0,4.8,0.0,26.36,2.88,14.91,24.68,0.84,0.0,0.0,0.48,11.82
2022-09-30 01:45:00+00:00,0.0,4.4,0.0,28.6,4.08,15.12,23.56,1.52,0.0,0.0,0.0,10.26
2022-09-30 02:00:00+00:00,0.0,3.12,0.0,23.56,3.64,14.07,24.76,0.64,0.0,0.0,0.64,11.58
2022-09-30 02:15:00+00:00,0.0,5.52,0.0,23.36,1.2,14.55,25.88,1.36,0.0,0.0,0.0,11.22
2022-09-30 02:30:00+00:00,0.0,0.76,0.0,27.88,13.04,22.47,25.68,0.96,0.0,0.0,0.4,12.0
2022-09-30 02:45:00+00:00,0.0,5.88,0.0,22.84,0.24,14.82,25.76,2.0,0.0,0.0,0.04,10.65
2022-09-30 03:00:00+00:00,0.0,0.92,0.0,27.88,11.2,18.63,25.04,1.48,0.0,0.0,0.32,10.86
2022-09-30 03:15:00+00:00,0.0,3.72,0.0,32.12,4.48,17.94,24.52,0.56,0.0,0.0,0.4,11.07
2022-09-30 03:30:00+00:00,0.0,0.84,0.0,36.84,14.84,20.25,23.0,1.2,0.0,0.0,0.04,10.77
2022-09-30 03:45:00+00:00,0.0,2.68,0.0,31.76,1.68,16.68,23.88,0.64,0.0,0.0,0.44,12.66
2022-09-30 04:00:00+00:00,0.0,0.92,0.0,29.24,7.88,14.49,26.12,1.44,0.0,0.0,0.0,9.57
2022-09-30 04:15:00+00:00,0.0,0.48,0.0,33.84,15.08,24.75,25.44,0.48,0.0,0.0,0.72,9.99
2022-09-30 04:30:00+00:00,0.0,0.0,0.0,34.84,18.28,26.1,24.96,1.64,0.0,0.0,0.0,8.55
2022-09-30 04:45:00+00:00,0.0,0.0,0.0,34.4,16.04,23.76,24.96,0.72,0.0,0.0,0.32,9.63
2022-09-30 05:00:00+00:00,0.0,0.0,0.0,32.72,14.0,23.94,25.16,2.28,0.0,0.0,0.04,8.61
2022-09-30 05:15:00+00:00,0.0,0.0,0.0,33.44,23.92,27.66,26.4,1.08,0.0,0.0,0.4,9.15
2022-09-30 05:30:00+00:00,0.0,0.0,0.0,31.6,18.72,30.93,29.64,1.32,0.0,0.0,0.04,10.53
2022-09-30 05:45:00+00:00,0.0,0.0,0.0,31.48,29.88,33.45,29.72,1.48,0.0,0.0,0.36,10.11
2022-09-30 06:00:00+00:00,0.0,0.0,0.0,33.24,28.32,36.72,29.48,0.52,0.0,0.0,0.84,11.16
2022-09-30 06:15:00+00:00,0.0,0.0,0.0,34.08,34.12,40.05,29.72,1.4,0.0,0.0,0.0,11.79
2022-09-30 06:30:00+00:00,0.0,0.0,0.0,35.12,34.88,39.75,29.56,0.64,0.0,0.0,0.44,11.73
2022-09-30 06:45:00+00:00,0.0,0.0,0.0,35.64,31.16,36.99,29.88,1.36,0.0,0.0,0.08,9.18
2022-09-30 07:00:00+00:00,0.0,0.0,0.0,34.96,37.84,36.15,29.76,2.32,0.0,0.0,0.36,7.23
2022-09-30 07:15:00+00:00,0.0,0.0,0.0,36.88,29.68,35.61,29.76,4.36,0.0,0.0,0.0,6.9
2022-09-30 07:30:00+00:00,0.0,0.0,0.0,35.84,32.36,29.61,29.92,3.12,0.18,0.0,0.4,4.59
2022-09-30 07:45:00+00:00,0.0,0.0,0.0,35.8,23.24,24.78,30.04,2.44,0.75,0.0,0.0,1.11
2022-09-30 08:00:00+00:00,0.0,0.0,0.0,38.36,20.36,21.84,29.84,3.12,1.35,0.0,0.0,0.45
2022-09-30 08:15:00+00:00,0.0,0.0,0.0,37.28,25.12,23.43,30.28,3.12,0.03,0.0,0.36,1.77
2022-09-30 08:30:00+00:00,0.0,0.0,0.0,35.72,18.08,22.47,30.4,2.88,1.08,0.0,0.32,1.65
2022-09-30 08:45:00+00:00,0.0,0.0,0.0,35.08,13.32,22.05,30.36,0.24,1.41,0.0,0.2,1.35
2022-09-30 09:00:00+00:00,0.0,0.0,0.0,34.56,13.36,22.2,30.48,0.24,0.72,0.0,0.16,1.41
2022-09-30 09:15:00+00:00,0.0,0.0,0.0,34.68,13.28,22.56,30.64,0.28,0.78,0.0,0.24,1.65
2022-09-30 09:30:00+00:00,0.0,0.0,0.0,34.84,11.56,22.65,30.56,0.2,0.36,0.0,0.2,1.02
2022-09-30 09:45:00+00:00,0.0,0.0,0.0,34.84,11.64,22.05,30.56,0.24,0.75,0.0,0.28,1.59
2022-09-30 10:00:00+00:00,0.0,0.0,0.0,32.12,11.84,21.63,31.24,0.24,1.11,0.0,0.32,1.59
2022-09-30 10:15:00+00:00,0.0,0.0,0.0,31.68,11.6,21.27,31.44,0.16,1.29,0.0,0.24,0.63
2022-09-30 10:30:00+00:00,0.0,0.0,0.0,32.08,11.72,22.62,31.24,0.24,0.3,0.0,0.28,1.29
2022-09-30 10:45:00+00:00,0.0,0.0,0.0,31.84,11.6,21.09,31.24,0.2,0.99,0.0,0.24,1.08
2022-09-30 11:00:00+00:00,0.0,0.0,0.0,31.84,12.68,21.45,31.44,0.24,0.78,0.0,0.32,1.23
2022-09-30 11:15:00+00:00,0.0,0.0,0.0,31.72,12.6,20.91,31.64,0.2,0.99,0.0,0.24,0.57
2022-09-30 11:30:00+00:00,0.0,0.0,0.0,31.68,12.56,22.47,31.52,0.2,0.81,0.0,0.24,1.68
2022-09-30 11:45:00+00:00,0.0,0.0,0.0,31.52,12.68,21.87,31.48,0.24,0.81,0.0,0.36,1.59
2022-09-30 12:00:00+00:00,0.0,0.0,0.0,31.84,12.76,21.09,31.52,0.2,1.47,0.0,0.24,0.84
2022-09-30 12:15:00+00:00,0.0,0.0,0.0,31.12,11.44,19.02,31.36,0.24,3.87,0.0,0.28,0.36
2022-09-30 12:30:00+00:00,0.0,0.0,0.0,31.04,11.48,19.62,31.08,0.24,3.57,0.0,0.24,0.03
2022-09-30 12:45:00+00:00,0.0,0.0,0.0,30.96,11.4,19.38,31.04,0.2,2.25,0.0,0.2,0.36
2022-09-30 13:00:00+00:00,0.0,0.0,0.0,30.6,11.56,17.61,31.12,0.24,2.76,0.0,0.24,0.18
2022-09-30 13:15:00+00:00,0.0,0.0,0.0,30.56,11.4,18.3,31.08,0.24,2.55,0.0,0.28,0.06
2022-09-30 13:30:00+00:00,0.0,0.0,0.0,30.6,11.28,20.28,31.2,0.28,1.89,0.0,0.2,0.75
2022-09-30 13:45:00+00:00,0.0,0.0,0.0,30.32,12.4,17.52,31.28,0.2,2.97,0.0,0.2,0.12
2022-09-30 14:00:00+00:00,0.0,0.0,0.0,30.48,12.32,18.18,31.4,0.24,2.16,0.0,0.28,0.21
2022-09-30 14:15:00+00:00,0.0,0.0,0.0,30.04,12.4,21.06,31.28,0.28,0.78,0.0,0.32,1.38
2022-09-30 14:30:00+00:00,0.0,0.0,0.0,30.52,12.44,22.14,30.84,0.16,0.69,0.0,0.16,1.29
2022-09-30 14:45:00+00:00,0.0,0.0,0.0,30.56,11.68,21.42,30.92,0.28,0.69,0.0,0.16,1.26
2022-09-30 15:00:00+00:00,0.0,0.0,0.0,30.56,11.36,21.06,30.8,0.28,0.9,0.0,0.28,0.99
2022-09-30 15:15:00+00:00,0.0,0.0,0.0,31.28,11.36,22.23,30.8,0.24,0.66,0.0,0.16,1.41
2022-09-30 15:30:00+00:00,0.0,0.0,0.0,30.68,11.44,22.02,31.12,0.2,0.63,0.0,0.24,1.08
2022-09-30 15:45:00+00:00,0.0,0.0,0.0,30.16,11.36,20.97,31.08,0.2,0.72,0.0,0.2,0.78
2022-09-30 16:00:00+00:00,0.0,0.0,0.0,30.0,11.24,20.7,31.0,0.28,1.14,0.0,0.2,1.65
2022-09-30 16:15:00+00:00,0.0,0.0,0.0,30.8,11.6,19.8,31.04,0.28,0.87,0.0,0.28,0.24
2022-09-30 16:30:00+00:00,0.0,0.0,0.0,30.16,12.92,20.97,31.0,0.2,0.75,0.0,0.24,0.84
2022-09-30 16:45:00+00:00,0.0,0.0,0.0,30.08,12.48,22.26,31.2,0.2,1.59,0.0,0.16,1.44
2022-09-30 17:00:00+00:00,0.0,0.0,0.0,30.0,12.28,21.03,31.24,0.24,1.47,0.0,0.2,1.17
2022-09-30 17:15:00+00:00,0.0,0.0,0.0,30.24,12.56,20.85,31.08,0.28,1.8,0.0,0.24,0.24
2022-09-30 17:30:00+00:00,0.0,0.0,0.0,30.24,11.96,21.33,31.16,0.2,0.96,0.0,0.24,1.32
2022-09-30 17:45:00+00:00,0.0,0.0,0.0,30.48,11.68,22.56,31.16,0.28,0.63,0.0,0.24,2.13
2022-09-30 18:00:00+00:00,0.0,0.0,0.0,30.04,11.32,20.94,31.12,0.28,0.39,0.0,0.24,1.17
2022-09-30 18:15:00+00:00,0.0,0.0,0.0,29.92,11.4,20.67,31.16,0.24,0.54,0.0,0.24,1.26
2022-09-30 18:30:00+00:00,0.0,0.0,0.0,30.12,11.68,21.18,31.0,0.24,0.45,0.0,0.28,1.44
2022-09-30 18:45:00+00:00,0.0,0.0,0.0,29.92,11.24,20.64,31.16,0.24,0.6,0.0,0.16,0.99
2022-09-30 19:00:00+00:00,0.0,0.0,0.0,30.16,12.28,22.02,31.08,0.2,0.75,0.0,0.16,1.53
