timestamp,Usage(kWh)_1,Generation(kVarh)_1,Usage(kVarh)_1
2022-09-28 14:00:00+00:00,33.92,0.28,3.32
2022-09-28 14:15:00+00:00,35.24,0.04,4.84
2022-09-28 14:30:00+00:00,31.68,0.88,0.28
2022-09-28 14:45:00+00:00,32.64,0.56,2.52
2022-09-28 15:00:00+00:00,33.6,0.32,3.44
2022-09-28 15:15:00+00:00,33.4,0.32,3.04
2022-09-28 15:30:00+00:00,32.16,0.52,2.32
2022-09-28 15:45:00+00:00,34.88,0.0,5.36
2022-09-28 16:00:00+00:00,32.16,0.64,1.2
2022-09-28 16:15:00+00:00,31.92,0.76,0.76
2022-09-28 16:30:00+00:00,33.88,0.28,3.72
2022-09-28 16:45:00+00:00,34.76,0.28,3.36
2022-09-28 17:00:00+00:00,32.16,0.84,1.12
2022-09-28 17:15:00+00:00,33.04,0.4,3.04
2022-09-28 17:30:00+00:00,34.6,0.0,4.84
2022-09-28 17:45:00+00:00,31.76,0.76,0.84
2022-09-28 18:00:00+00:00,32.24,0.64,1.6
2022-09-28 18:15:00+00:00,33.8,0.32,3.4
2022-09-28 18:30:00+00:00,33.6,0.36,3.2
2022-09-28 18:45:00+00:00,32.96,0.64,2.32
2022-09-28 19:00:00+00:00,35.52,0.32,3.4
2022-09-28 19:15:00+00:00,35.56,0.48,3.16
2022-09-28 19:30:00+00:00,31.24,0.96,0.36
2022-09-28 19:45:00+00:00,33.96,0.12,3.92
2022-09-28 20:00:00+00:00,33.52,0.16,3.88
2022-09-28 20:15:00+00:00,31.4,0.88,0.04
2022-09-28 20:30:00+00:00,34.08,0.48,2.48
2022-09-28 20:45:00+00:00,34.8,0.0,4.76
2022-09-28 21:00:00+00:00,43.4,0.84,3.48
2022-09-28 21:15:00+00:00,50.04,0.16,3.12
2022-09-28 21:30:00+00:00,46.48,0.76,0.68
2022-09-28 21:45:00+00:00,44.68,0.56,0.68
2022-09-28 22:00:00+00:00,45.36,0.48,0.8
2022-09-28 22:15:00+00:00,45.16,0.56,0.6
2022-09-28 22:30:00+00:00,46.36,0.56,0.64
2022-09-28 22:45:00+00:00,48.72,0.16,0.96
2022-09-28 23:00:00+00:00,47.32,1.12,0.44
2022-09-28 23:15:00+00:00,45.72,0.4,0.88
2022-09-28 23:30:00+00:00,45.12,0.72,0.56
2022-09-28 23:45:00+00:00,46.16,0.48,1.04
2022-09-29 00:00:00+00:00,47.8,0.76,0.76
2022-09-29 00:15:00+00:00,48.2,0.28,0.96
2022-09-29 00:30:00+00:00,47.92,0.56,0.92
2022-09-29 00:45:00+00:00,48.68,0.56,1.0
2022-09-29 01:00:00+00:00,53.32,0.0,9.24
2022-09-29 01:15:00+00:00,55.56,0.0,10.88
2022-09-29 01:30:00+00:00,58.72,0.0,11.64
2022-09-29 01:45:00+00:00,58.96,0.0,11.64
2022-09-29 02:00:00+00:00,52.0,0.0,6.64
2022-09-29 02:15:00+00:00,47.44,0.52,1.4
2022-09-29 02:30:00+00:00,48.76,0.4,0.92
2022-09-29 02:45:00+00:00,48.08,0.6,0.72
2022-09-29 03:00:00+00:00,47.12,0.64,0.8
2022-09-29 03:15:00+00:00,47.76,0.56,0.76
2022-09-29 03:30:00+00:00,47.76,0.8,0.72
2022-09-29 03:45:00+00:00,47.6,0.68,0.88
2022-09-29 04:00:00+00:00,47.56,1.0,0.6
2022-09-29 04:15:00+00:00,48.56,0.44,0.84
2022-09-29 04:30:00+00:00,47.56,0.8,0.88
2022-09-29 04:45:00+00:00,48.56,0.44,0.96
2022-09-29 05:00:00+00:00,47.76,0.64,0.72
2022-09-29 05:15:00+00:00,48.76,0.64,0.84
2022-09-29 05:30:00+00:00,47.92,0.48,0.8
2022-09-29 05:45:00+00:00,47.84,0.36,0.76
2022-09-29 06:00:00+00:00,45.84,0.84,0.68
2022-09-29 06:15:00+00:00,45.84,1.08,0.28
2022-09-29 06:30:00+00:00,46.24,1.04,0.36
2022-09-29 06:45:00+00:00,47.36,1.16,0.44
2022-09-29 07:00:00+00:00,48.32,0.64,0.64
2022-09-29 07:15:00+00:00,45.76,1.2,0.28
2022-09-29 07:30:00+00:00,44.56,1.4,0.48
2022-09-29 07:45:00+00:00,46.04,1.28,0.48
2022-09-29 08:00:00+00:00,43.4,1.96,0.16
2022-09-29 08:15:00+00:00,35.4,5.12,0.32
2022-09-29 08:30:00+00:00,35.2,0.0,6.52
2022-09-29 08:45:00+00:00,34.12,0.12,3.56
2022-09-29 09:00:00+00:00,33.52,0.16,4.0
2022-09-29 09:15:00+00:00,33.72,0.04,4.68
2022-09-29 09:30:00+00:00,34.36,0.12,4.88
2022-09-29 09:45:00+00:00,33.28,0.24,3.84
2022-09-29 10:00:00+00:00,32.92,0.08,3.84
2022-09-29 10:15:00+00:00,32.4,0.28,2.12
2022-09-29 10:30:00+00:00,33.56,0.12,4.44
2022-09-29 10:45:00+00:00,34.68,0.0,6.0
2022-09-29 11:00:00+00:00,31.96,0.24,0.76
2022-09-29 11:15:00+00:00,33.92,0.16,4.68
2022-09-29 11:30:00+00:00,34.32,0.08,4.96
2022-09-29 11:45:00+00:00,30.92,0.16,0.52
2022-09-29 12:00:00+00:00,33.84,0.04,4.88
2022-09-29 12:15:00+00:00,34.4,0.08,4.84
2022-09-29 12:30:00+00:00,33.36,0.08,0.76
2022-09-29 12:45:00+00:00,36.4,0.08,4.76
2022-09-29 13:00:00+00:00,34.64,0.08,4.72
2022-09-29 13:15:00+00:00,32.12,0.16,1.68
2022-09-29 13:30:00+00:00,34.04,0.0,5.52
2022-09-29 13:45:00+00:00,33.28,0.12,3.56
2022-09-29 14:00:00+00:00,31.2,0.4,0.52
2022-09-29 14:15:00+00:00,32.52,0.2,3.08
2022-09-29 14:30:00+00:00,34.08,0.04,5.08
2022-09-29 14:45:00+00:00,32.52,0.24,1.8
2022-09-29 15:00:00+00:00,32.16,0.28,1.84
2022-09-29 15:15:00+00:00,34.12,0.0,5.72
2022-09-29 15:30:00+00:00,32.68,0.16,2.48
2022-09-29 15:45:00+00:00,31.92,0.24,1.12
2022-09-29 16:00:00+00:00,35.36,0.04,6.2
2022-09-29 16:15:00+00:00,31.96,0.2,1.6
2022-09-29 16:30:00+00:00,33.28,0.2,2.84
2022-09-29 16:45:00+00:00,34.0,0.04,4.04
2022-09-29 17:00:00+00:00,32.6,0.16,3.04
2022-09-29 17:15:00+00:00,32.72,0.16,2.76
2022-09-29 17:30:00+00:00,34.36,0.0,5.88
2022-09-29 17:45:00+00:00,31.24,0.16,1.44
2022-09-29 18:00:00+00:00,32.04,0.24,0.96
2022-09-29 18:15:00+00:00,34.16,0.12,4.24
2022-09-29 18:30:00+00:00,33.32,0.04,4.12
2022-09-29 18:45:00+00:00,32.12,0.2,1.48
2022-09-29 19:00:00+00:00,36.4,0.0,5.96
2022-09-29 19:15:00+00:00,34.8,0.04,4.0
2022-09-29 19:30:00+00:00,31.44,0.16,0.28
2022-09-29 19:45:00+00:00,34.32,0.12,3.44
2022-09-29 20:00:00+00:00,33.8,0.0,4.76
2022-09-29 20:15:00+00:00,32.6,0.2,1.16
2022-09-29 20:30:00+00:00,32.96,0.2,2.52
2022-09-29 20:45:00+00:00,33.84,0.16,4.12
2022-09-29 21:00:00+00:00,44.72,0.76,5.2
2022-09-29 21:15:00+00:00,49.92,0.72,2.6
2022-09-29 21:30:00+00:00,46.32,0.56,0.88
2022-09-29 21:45:00+00:00,45.56,0.52,0.6
2022-09-29 22:00:00+00:00,45.96,0.36,0.88
2022-09-29 22:15:00+00:00,46.16,0.52,1.0
2022-09-29 22:30:00+00:00,46.08,0.6,0.48
2022-09-29 22:45:00+00:00,45.68,0.24,1.0
2022-09-29 23:00:00+00:00,45.16,0.64,0.44
2022-09-29 23:15:00+00:00,45.76,0.72,0.44
2022-09-29 23:30:00+00:00,44.84,0.48,0.6
2022-09-29 23:45:00+00:00,45.12,0.88,0.36
2022-09-30 00:00:00+00:00,46.72,0.6,0.72
2022-09-30 00:15:00+00:00,45.16,0.64,0.68
2022-09-30 00:30:00+00:00,45.28,0.52,0.52
2022-09-30 00:45:00+00:00,46.32,0.44,0.8
2022-09-30 01:00:00+00:00,52.88,0.0,9.0
2022-09-30 01:15:00+00:00,55.72,0.0,11.2
2022-09-30 01:30:00+00:00,57.04,0.0,11.8
2022-09-30 01:45:00+00:00,57.48,0.0,11.8
2022-09-30 02:00:00+00:00,49.96,0.0,6.2
2022-09-30 02:15:00+00:00,45.8,0.48,1.2
2022-09-30 02:30:00+00:00,45.64,0.8,0.88
2022-09-30 02:45:00+00:00,46.88,0.6,0.88
2022-09-30 03:00:00+00:00,45.32,0.92,0.36
2022-09-30 03:15:00+00:00,46.76,0.64,1.04
2022-09-30 03:30:00+00:00,46.44,0.72,0.52
2022-09-30 03:45:00+00:00,46.44,0.4,0.76
2022-09-30 04:00:00+00:00,46.0,0.44,1.04
